"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.503375200E-1,-2.111665964E0,1.628016710E0,9.844670296E0,1.019936786E1
2.528620510E-1,-2.068595171E0,1.651944876E0,1.000738239E1,1.035160423E1
2.553865820E-1,-2.027917147E0,1.685444474E0,1.036151981E1,1.069178488E1
2.579111130E-1,-1.936690807E0,1.752443433E0,1.079491997E1,1.110640024E1
2.604356450E-1,-1.785943031E0,1.886441588E0,1.115414238E1,1.145264802E1
2.629601760E-1,-1.599302888E0,2.011167526E0,1.137189007E1,1.165857831E1
2.654847070E-1,-1.460519075E0,2.178664923E0,1.149870968E1,1.179406720E1
2.680092380E-1,-1.415055513E0,2.303091764E0,1.153968620E1,1.185204503E1
2.705337700E-1,-1.427019596E0,2.422732830E0,1.152772236E1,1.186568169E1
2.730583010E-1,-1.580160260E0,2.533101797E0,1.147956657E1,1.186144847E1
2.755828320E-1,-1.728515267E0,2.662314177E0,1.134317589E1,1.177893548E1
2.781073630E-1,-1.814656854E0,2.755634308E0,1.114457130E1,1.162273503E1
2.806318950E-1,-1.946262121E0,2.841775894E0,1.095075321E1,1.147966125E1
2.831564260E-1,-2.044667006E0,2.925524712E0,1.073749256E1,1.131517143E1
2.856809570E-1,-2.121237278E0,2.990130901E0,1.048863888E1,1.111089897E1
2.882054880E-1,-2.161915302E0,3.004487991E0,1.026819992E1,1.091497849E1
2.907300200E-1,-2.173879385E0,3.035594702E0,1.006480980E1,1.073503531E1
2.932545510E-1,-2.221735716E0,3.037987471E0,9.868598938E0,1.056194691E1
2.957790820E-1,-2.238485575E0,2.982952595E0,9.655338287E0,1.035057396E1
2.983036130E-1,-2.195414782E0,2.880061150E0,9.387342453E0,1.006164980E1
3.008281450E-1,-2.087737799E0,2.743670225E0,9.054440498E0,9.688615389E0
3.033526760E-1,-1.943869352E0,2.609672308E0,8.700303078E0,9.288933806E0
3.058772070E-1,-1.793121457E0,2.470589399E0,8.345866203E0,8.886651744E0
3.084017380E-1,-1.678265929E0,2.310270309E0,8.005785942E0,8.499796114E0
3.109262700E-1,-1.575374603E0,2.135594130E0,7.733004570E0,8.175691231E0
3.134508010E-1,-1.527518153E0,1.968096614E0,7.562815189E0,7.962593144E0
3.159753320E-1,-1.441376567E0,1.821835399E0,7.447959423E0,7.801842744E0
3.184998630E-1,-1.381256819E0,1.733300924E0,7.371389389E0,7.697375138E0
3.210243950E-1,-1.398006678E0,1.692622900E0,7.342675209E0,7.663828950E0
3.235489260E-1,-1.434198022E0,1.709372640E0,7.318747044E0,7.651335640E0
3.260734570E-1,-1.508375525E0,1.704586983E0,7.285247803E0,7.632538834E0
3.285979880E-1,-1.659123421E0,1.680658817E0,7.313961506E0,7.685788020E0
3.311225200E-1,-1.862513304E0,1.685444474E0,7.414460182E0,7.828403329E0
3.336470510E-1,-2.109273195E0,1.675873160E0,7.546065331E0,8.012533072E0
3.361715820E-1,-2.303091764E0,1.709372640E0,7.639684677E0,8.160328943E0
3.386961130E-1,-2.480160713E0,1.733300924E0,7.675576687E0,8.250454941E0
3.412206450E-1,-2.674278498E0,1.766800404E0,7.599006653E0,8.247317822E0
3.437451760E-1,-2.781955481E0,1.824228168E0,7.440781116E0,8.150601716E0
3.462697070E-1,-2.858525753E0,1.872084618E0,7.234998226E0,8.001316743E0
3.487942380E-1,-2.908775091E0,1.910369754E0,7.043572426E0,7.856360331E0
3.513187700E-1,-2.990130901E0,1.929512382E0,6.923632145E0,7.784637623E0
3.538433010E-1,-3.093321562E0,1.963011861E0,6.842276573E0,7.761366024E0
3.563678320E-1,-3.162713289E0,1.989632010E0,6.789634228E0,7.749872504E0
3.588923630E-1,-3.133999348E0,2.037488461E0,6.746563435E0,7.712939084E0
3.614168950E-1,-3.059522867E0,2.140379906E0,6.674778938E0,7.648174958E0
3.639414260E-1,-2.973381281E0,2.264806747E0,6.576673031E0,7.564586836E0
3.664659570E-1,-2.820240498E0,2.417947292E0,6.495316982E0,7.482604378E0
3.689904880E-1,-1.292722464E0,2.743670225E0,7.041179657E0,7.666620418E0
3.715150200E-1,1.435693651E-1,3.088535786E0,7.883752346E0,8.468365634E0
3.740395510E-1,2.081755698E-1,3.110071182E0,8.269295692E0,8.837258120E0
3.765640820E-1,-3.589234129E-2,3.042773008E0,8.546863556E0,9.072410511E0
3.790886130E-1,-2.874378264E-1,2.887239695E0,8.846264839E0,9.309950331E0
3.816131450E-1,-5.793621540E-1,2.698206663E0,9.164510727E0,9.571010217E0
3.841376760E-1,-9.002995491E-1,2.480160713E0,9.557232857E0,9.914758510E0
3.866622070E-1,-1.185045362E0,2.317448616E0,9.945169449E0,1.028014085E1
3.891867380E-1,-1.436590910E0,2.181057930E0,1.024905777E1,1.057657753E1
3.917112700E-1,-1.592124343E0,2.087737799E0,1.045035362E1,1.077512876E1
3.942358010E-1,-1.642373681E0,2.061416626E0,1.052692413E1,1.085186443E1
3.967603320E-1,-1.599302888E0,2.121237278E0,1.054845905E1,1.087784012E1
3.992848630E-1,-1.568196177E0,2.197807550E0,1.053649521E1,1.087691724E1
4.018093950E-1,-1.515554070E0,2.307877541E0,1.048385334E1,1.084132758E1
4.043339260E-1,-1.395613790E0,2.427518606E0,1.041446114E1,1.078432127E1
4.068584570E-1,-1.264008522E0,2.552244425E0,1.038335514E1,1.076688131E1
4.093829880E-1,-1.134796143E0,2.662314177E0,1.037348461E1,1.076962683E1
4.119075200E-1,-1.027119160E0,2.746062994E0,1.038574791E1,1.079164470E1
4.144320510E-1,-1.003190875E0,2.781955481E0,1.046471119E1,1.087455050E1
4.169565820E-1,-1.053440213E0,2.765205622E0,1.055803108E1,1.096485835E1
4.194811130E-1,-1.079761267E0,2.750848770E0,1.066092205E1,1.106292512E1
4.220056450E-1,-1.098903775E0,2.736491680E0,1.073988533E1,1.113737461E1
4.245301760E-1,-1.173081279E0,2.686242580E0,1.079731274E1,1.118811786E1
4.270547070E-1,-1.240080357E0,2.631207705E0,1.080209827E1,1.118688430E1
4.295792380E-1,-1.311864972E0,2.580958366E0,1.083081245E1,1.121110317E1
4.321037700E-1,-1.323829174E0,2.523231506E0,1.088345432E1,1.125027995E1
4.346283010E-1,-1.237687469E0,2.396411896E0,1.096510983E1,1.129195704E1
4.371528320E-1,-1.041476011E0,2.159522533E0,1.094836044E1,1.120780113E1
4.396773630E-1,-9.194421172E-1,2.082952023E0,1.094357395E1,1.117791903E1
4.422018950E-1,-7.301099896E-1,2.092523336E0,1.091216850E1,1.113495110E1
4.447264260E-1,-5.602195859E-1,2.178664923E0,1.084038353E1,1.107132973E1
4.472509570E-1,-4.166502357E-1,2.260020971E0,1.071595669E1,1.095960857E1
4.497754880E-1,-2.946162820E-1,2.370090723E0,1.060828018E1,1.087380969E1
4.523000200E-1,-2.799602449E-1,2.571387053E0,1.057238770E1,1.088419913E1
4.548245510E-1,-2.874378264E-1,2.738884687E0,1.058674431E1,1.093907057E1
4.573490820E-1,-3.017947674E-1,2.882453918E0,1.057478046E1,1.096474361E1
4.598736130E-1,-3.065803945E-1,3.014059305E0,1.060828018E1,1.103241376E1
4.623981450E-1,-2.826521695E-1,3.129213810E0,1.069442177E1,1.114641325E1
4.649226760E-1,-2.368894368E-1,3.244069338E0,1.076381397E1,1.124454506E1
4.674472070E-1,-2.321037948E-1,3.370888948E0,1.077817059E1,1.129538515E1
4.699717380E-1,-2.560320199E-1,3.514458179E0,1.073031425E1,1.129409636E1
4.724962700E-1,-2.922234535E-1,3.598206997E0,1.059631634E1,1.119439181E1
4.750208010E-1,-3.999004960E-1,3.653541088E0,1.044078255E1,1.106879501E1
4.775453320E-1,-5.506483316E-1,3.706183195E0,1.027298546E1,1.093495486E1
4.800698630E-1,-6.918248534E-1,3.751646757E0,1.009352398E1,1.079039857E1
4.825943950E-1,-8.620143533E-1,3.756432533E0,9.870991707E0,1.059671324E1
4.851189260E-1,-1.046261668E0,3.744468451E0,9.672088623E0,1.042425085E1
4.876434570E-1,-1.168295622E0,3.677469254E0,9.516554832E0,1.026905598E1
4.901679880E-1,-1.206580877E0,3.559921980E0,9.356235504E0,1.008305632E1
4.926925200E-1,-1.127617717E0,3.447459221E0,9.128618240E0,9.822839089E0
4.952170510E-1,-9.696913958E-1,3.318246841E0,8.628219604E0,9.295011407E0
4.977415820E-1,-7.325028181E-1,3.275176048E0,7.776075363E0,8.469397061E0
5.002661130E-1,-4.597210586E-1,3.311068296E0,7.256533623E0,7.989480392E0
5.027906450E-1,-9.571290761E-2,3.344567776E0,7.004988194E0,7.763063452E0
5.053151760E-1,2.874378264E-1,3.425923824E0,6.648457527E0,7.484755310E0
5.078397070E-1,6.702894568E-1,3.478565931E0,6.049952984E0,7.010823062E0
5.103642380E-1,9.840483069E-1,3.378067255E0,5.264508724E0,6.332040868E0
5.128887700E-1,9.984052777E-1,3.385245800E0,4.682754040E0,5.863862858E0
5.154133010E-1,9.146564603E-1,3.289532900E0,4.321437836E0,5.507490182E0
5.179378320E-1,8.114659786E-1,3.069094181E0,4.187140465E0,5.254518189E0
5.204623630E-1,7.061817646E-1,2.844168901E0,4.201497555E0,5.122555137E0
5.229868950E-1,5.673980713E-1,2.702992201E0,4.426722050E0,5.217659965E0
5.255114260E-1,4.645066857E-1,2.566601276E0,4.829015255E0,5.488405680E0
5.280359570E-1,3.927220106E-1,2.508874655E0,5.389235020E0,5.957561305E0
5.305604880E-1,4.357928336E-1,2.499303341E0,5.973382473E0,6.489817467E0
5.330850200E-1,6.008976102E-1,2.463410854E0,6.466603279E0,6.945964940E0
5.356095510E-1,7.492526174E-1,2.477767944E0,6.926024914E0,7.393952568E0
5.381340820E-1,9.601200819E-1,2.533101797E0,7.347461224E0,7.830940028E0
5.406586130E-1,1.247258782E0,2.533101797E0,7.697112083E0,8.198645840E0
5.431831450E-1,1.427019596E0,2.446661234E0,8.012965202E0,8.498832123E0
5.457076760E-1,1.479661703E0,2.288734913E0,8.336295128E0,8.770491589E0
5.482322070E-1,1.290329576E0,1.886441588E0,8.628219604E0,8.925793288E0
5.507567380E-1,1.091725349E0,1.584945917E0,8.927620888E0,9.132706746E0
5.532812700E-1,1.029511929E0,1.517946839E0,9.221938133E0,9.402563499E0
5.558058010E-1,1.015154958E0,1.632802367E0,9.432806015E0,9.626755034E0
5.583303320E-1,1.091725349E0,1.848156333E0,9.585947037E0,9.823335821E0
5.608548630E-1,1.153938770E0,2.073380709E0,9.696016312E0,9.982144788E0
5.633793950E-1,1.086939692E0,2.212164640E0,9.911669731E0,1.021353549E1
5.659039260E-1,1.031904817E0,2.348555326E0,1.019402313E1,1.051183368E1
5.684284570E-1,9.936196208E-1,2.523231506E0,1.047667503E1,1.082195440E1
5.709529880E-1,9.505487680E-1,2.738884687E0,1.072074318E1,1.110582580E1
5.734775200E-1,9.074779749E-1,2.925524712E0,1.093848991E1,1.135925934E1
5.760020510E-1,8.090731502E-1,3.064308405E0,1.114696407E1,1.158876151E1
5.785265820E-1,7.157530785E-1,3.155534744E0,1.137428284E1,1.182556603E1
5.810511130E-1,6.200401783E-1,3.131606579E0,1.162104225E1,1.205155727E1
5.835756450E-1,4.501497746E-1,3.009273529E0,1.187468147E1,1.225832052E1
5.861001760E-1,2.321037948E-1,2.848954439E0,1.215972614E1,1.249117102E1
5.886247070E-1,-1.196411345E-2,2.652743101E0,1.243729401E1,1.271705435E1
5.911492380E-1,-2.608176768E-1,2.439482689E0,1.272473145E1,1.295908531E1
5.936737700E-1,-4.262215197E-1,2.327019930E0,1.299272823E1,1.320634974E1
5.961983010E-1,-4.860421121E-1,2.252842426E0,1.317458248E1,1.337464614E1
5.987228320E-1,-4.357928336E-1,2.181057930E0,1.328734398E1,1.347220988E1
6.012473630E-1,-2.850449979E-1,2.176272154E0,1.333280754E1,1.351225992E1
6.037718950E-1,-1.004985496E-1,2.176272154E0,1.332084370E1,1.349781972E1
6.062964260E-1,9.571290761E-2,2.185843468E0,1.326341629E1,1.344266656E1
6.088209570E-1,2.922234535E-1,2.157129526E0,1.316979694E1,1.334848882E1
6.113454880E-1,4.932205677E-1,2.126022816E0,1.303340626E1,1.321487488E1
6.138700200E-1,7.085745931E-1,2.068595171E0,1.285633659E1,1.304095681E1
6.163945510E-1,9.361918569E-1,1.960619092E0,1.260479164E1,1.279067061E1
6.189190820E-1,1.177866936E0,1.826620936E0,1.228654575E1,1.247730424E1
6.214436130E-1,1.460519075E0,1.678265929E0,1.186511040E1,1.207189038E1
6.239681450E-1,1.733300924E0,1.517946839E0,1.142213917E1,1.165219970E1
6.264926760E-1,2.003988981E0,1.357328653E0,1.098903847E1,1.125243437E1
6.290172070E-1,2.233700037E0,1.165902853E0,1.062981510E1,1.092436334E1
6.315417380E-1,2.391626120E0,9.170492887E-1,1.031605625E1,1.062929308E1
6.340662700E-1,2.506481647E0,6.990033388E-1,1.006720352E1,1.039805956E1
6.365908010E-1,2.516052961E0,4.716851711E-1,9.899705887E0,1.022532083E1
6.391153320E-1,2.408375978E0,2.440679073E-1,9.743872643E0,1.004006464E1
6.416398630E-1,2.166700840E0,1.914258115E-2,9.614660263E0,9.855792761E0
6.441643950E-1,1.754836321E0,-2.273181528E-1,9.731908798E0,9.891469704E0
6.466889260E-1,1.208973646E0,-5.626124144E-1,1.020837975E1,1.029510403E1
6.492134570E-1,8.306085467E-1,-7.971090674E-1,1.094088268E1,1.100128208E1
6.517379880E-1,1.012762189E0,-8.644071817E-1,1.155643559E1,1.163288831E1
6.542625200E-1,1.582553029E0,-7.061817646E-1,1.187946701E1,1.200520317E1
6.567870510E-1,2.188236237E0,-3.448655605E-1,1.207837009E1,1.227983445E1
6.593115820E-1,2.698206663E0,-1.004985496E-1,1.247557926E1,1.276442310E1
6.618361130E-1,2.963809967E0,1.579262912E-1,1.233679581E1,1.268879983E1
6.643606450E-1,3.320639610E0,7.253243923E-1,1.200150108E1,1.247352280E1
6.668851760E-1,3.447459221E0,1.168295622E0,1.169761276E1,1.225087891E1
6.694097070E-1,3.413959742E0,1.415055513E0,1.146760273E1,1.204837813E1
6.719342380E-1,3.315854073E0,1.587338686E0,1.128814125E1,1.187167491E1
6.744587700E-1,3.239283562E0,1.671087503E0,1.112782192E1,1.170956499E1
6.769833010E-1,2.963809967E0,1.874477386E0,1.111585712E1,1.165590471E1
6.795078320E-1,2.408375978E0,1.929512382E0,1.114217854E1,1.156163636E1
6.820323630E-1,2.015953064E0,1.711765528E0,1.089302635E1,1.120947060E1
6.845568950E-1,1.623231053E0,1.752443433E0,1.075424194E1,1.101633591E1
6.870814260E-1,1.063011408E0,2.027917147E0,1.076142120E1,1.100230101E1
6.896059570E-1,2.946162820E-1,2.370090723E0,1.045992470E1,1.072912641E1
6.921304880E-1,-6.774678826E-1,2.729313374E0,9.779765129E0,1.017604639E1
6.946550200E-1,-1.769193292E0,3.157927752E0,9.461520195E0,1.013029698E1
6.971795510E-1,-2.743670225E0,3.574278831E0,9.669695854E0,1.066799950E1
6.997040820E-1,-3.327818155E0,3.888037682E0,1.005284595E1,1.128055506E1
7.022286130E-1,-3.485744476E0,4.096213341E0,1.021555805E1,1.154499912E1
7.047531450E-1,-3.382853031E0,4.247260094E0,1.017727280E1,1.153515472E1
7.072776760E-1,-3.184248686E0,4.331008911E0,1.005284595E1,1.139985920E1
7.098022070E-1,-3.040380239E0,4.326223373E0,9.959526062E0,1.127618198E1
7.123267380E-1,-3.042773008E0,4.249652863E0,1.027777100E1,1.153042036E1
7.148512700E-1,-3.136392355E0,4.153641224E0,1.016770172E1,1.142242753E1
7.173758010E-1,-3.227319479E0,4.100998878E0,9.739087105E0,1.104914478E1
7.199003320E-1,-3.356531858E0,4.022035599E0,9.377771378E0,1.074177232E1
7.224248630E-1,-3.591028690E0,3.876073599E0,9.198010445E0,1.060767787E1
7.249493950E-1,-3.871287823E0,3.660719633E0,9.209974289E0,1.064008290E1
7.274739260E-1,-4.081856251E0,3.411566973E0,9.291629791E0,1.070676066E1
7.299984570E-1,-4.170390606E0,3.172284603E0,9.174081802E0,1.056500470E1
7.325229880E-1,-4.115355968E0,2.987738132E0,8.913264275E0,1.026201802E1
7.350475200E-1,-3.938287020E0,2.825026274E0,8.573184013E0,9.848368506E0
7.375720510E-1,-3.636492252E0,2.731706142E0,8.197511673E0,9.374726235E0
7.400965820E-1,-3.239283562E0,2.695813894E0,7.893323898E0,8.947901023E0
7.426211130E-1,-3.049951553E0,2.638386011E0,7.728219032E0,8.717147161E0
7.451456450E-1,-2.939881802E0,2.635993242E0,7.709076405E0,8.661479342E0
7.476701760E-1,-2.796312332E0,2.679064035E0,7.821538925E0,8.727726962E0
7.501947070E-1,-2.652743101E0,2.731706142E0,7.833503246E0,8.709939008E0
7.527192380E-1,-2.516052961E0,2.803490877E0,7.826324463E0,8.685703092E0
7.552437700E-1,-2.396411896E0,2.908775091E0,7.771289825E0,8.636938581E0
7.577683010E-1,-2.327019930E0,3.052344322E0,7.560422421E0,8.478904103E0
7.602928320E-1,-2.303091764E0,3.179463148E0,7.337889671E0,8.322129680E0
7.628173630E-1,-2.286342144E0,3.409173965E0,7.077072144E0,8.181367713E0
7.653418950E-1,-2.341377020E0,3.682255030E0,6.839883327E0,8.113263979E0
7.678664260E-1,-2.398804665E0,4.014857292E0,6.736992359E0,8.201244353E0
7.703909570E-1,-2.449054003E0,4.292723656E0,6.646064758E0,8.282241162E0
7.729154880E-1,-2.533101797E0,4.541577339E0,6.543173313E0,8.357969038E0
7.754400200E-1,-2.640778780E0,4.761716843E0,6.512066841E0,8.488502483E0
7.779645510E-1,-2.836990356E0,4.927121162E0,6.552744865E0,8.675454023E0
7.804890820E-1,-3.049951553E0,5.152046204E0,6.524031162E0,8.854872510E0
7.830136130E-1,-3.189034462E0,5.511268616E0,6.327520370E0,8.976721929E0
7.855381450E-1,-3.153141975E0,6.066702843E0,5.865406513E0,9.008339540E0
7.880626760E-1,-2.956631422E0,6.569494724E0,5.312365532E0,8.951042277E0
7.905872070E-1,-2.724527597E0,6.708278179E0,4.934299469E0,8.761926615E0
7.931117380E-1,-2.533101797E0,6.516852379E0,4.862514496E0,8.516455652E0
7.956362700E-1,-2.386840582E0,6.155237198E0,4.989334106E0,8.275107718E0
7.981608010E-1,-2.322234392E0,5.544768333E0,4.809872627E0,7.698837778E0
8.006853320E-1,-2.214557409E0,5.097011566E0,4.900799751E0,7.409563390E0
8.032098630E-1,-2.164308071E0,4.637290478E0,4.977370262E0,7.138830936E0
8.057343950E-1,-2.126022816E0,4.213760853E0,5.259723186E0,7.066855138E0
8.082589260E-1,-2.140379906E0,3.923929930E0,5.738586903E0,7.273914481E0
8.107834570E-1,-2.128415823E0,3.699004650E0,6.286842346E0,7.598498273E0
8.133079880E-1,-2.023131609E0,3.567100286E0,6.760920525E0,7.907421343E0
8.158325200E-1,-1.891227245E0,3.588635683E0,6.961917400E0,8.057502122E0
8.183570510E-1,-1.800299883E0,3.564707518E0,6.911668301E0,7.982441860E0
8.208815820E-1,-1.716551185E0,3.528815269E0,6.648457527E0,7.720173098E0
8.234061130E-1,-1.604088426E0,3.562314749E0,6.313163280E0,7.424231721E0
