"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.698174759E0,-1.319043517E0,3.624528170E0,8.800801277E0,9.608911664E0
1.700649603E0,-1.247258782E0,3.684647799E0,8.989834785E0,9.795377141E0
1.703124343E0,-1.201795220E0,3.722932816E0,9.138189316E0,9.940374463E0
1.705599238E0,-1.146760225E0,3.761218071E0,9.257830620E0,1.005829251E1
1.708073978E0,-1.146760225E0,3.768396616E0,9.353842735E0,1.014939634E1
1.710548666E0,-1.113260746E0,3.758825302E0,9.442377090E0,1.022382523E1
1.713023770E0,-1.115653515E0,3.744468451E0,9.506983757E0,1.027854401E1
1.715499343E0,-1.132403374E0,3.730111361E0,9.538089752E0,1.030394217E1
1.717974863E0,-1.163509965E0,3.720540047E0,9.559625626E0,1.032388569E1
1.720450124E0,-1.213759303E0,3.703790426E0,9.552447319E0,1.031700174E1
1.722925176E0,-1.280758262E0,3.679862022E0,9.526125908E0,1.029217183E1
1.725400124E0,-1.342971683E0,3.663112402E0,9.478269577E0,1.024985656E1
1.727875020E0,-1.441376567E0,3.617349625E0,9.437591553E0,1.020935449E1
1.730349916E0,-1.517946839E0,3.591028690E0,9.370592117E0,1.014926826E1
1.732824916E0,-1.611266971E0,3.555136204E0,9.308379173E0,1.009361667E1
1.735299603E0,-1.687837243E0,3.545564890E0,9.248259544E0,1.004739417E1
1.737774082E0,-1.762014747E0,3.514458179E0,9.202795982E0,1.000737559E1
1.740249030E0,-1.826620936E0,3.485744476E0,9.200403214E0,1.000671664E1
1.742723978E0,-1.922333837E0,3.473780155E0,9.219545364E0,1.003805423E1
1.745199082E0,-1.968096614E0,3.461816072E0,9.241081238E0,1.006256216E1
1.747674291E0,-1.984846354E0,3.461816072E0,9.274879456E0,1.009688935E1
1.750149238E0,-1.984846354E0,3.476173162E0,9.267701149E0,1.009523053E1
1.752624082E0,-1.980060697E0,3.485744476E0,9.270093918E0,1.009978694E1
1.755099134E0,-1.953440547E0,3.483351469E0,9.279664993E0,1.010256650E1
1.757574551E0,-1.934298038E0,3.468994617E0,9.253045082E0,1.006947247E1
1.760049707E0,-1.915155411E0,3.447459221E0,9.214759827E0,1.002320278E1
1.762524707E0,-1.917548299E0,3.454637766E0,9.193224907E0,1.000634288E1
1.764999447E0,-1.927119493E0,3.471387386E0,9.123832703E0,9.950308694E0
1.767474186E0,-1.931905150E0,3.464209080E0,9.035298347E0,9.867604486E0
1.769948718E0,-1.970489502E0,3.445066452E0,8.930013657E0,9.772228796E0
1.772423093E0,-1.984846354E0,3.447459221E0,8.831908226E0,9.686443777E0
1.774897468E0,-2.018345833E0,3.454637766E0,8.726624489E0,9.600115466E0
1.777371582E0,-2.061416626E0,3.468994617E0,8.654540062E0,9.549053662E0
1.779845957E0,-2.075773716E0,3.480958700E0,8.604290962E0,9.511032171E0
1.782320645E0,-2.109273195E0,3.485744476E0,8.575576782E0,9.494206924E0
1.784795436E0,-2.111665964E0,3.478565931E0,8.561220169E0,9.479137348E0
1.787270020E0,-2.094916344E0,3.497708559E0,8.594719887E0,9.512720409E0
1.789744499E0,-2.070987940E0,3.507279873E0,8.621041298E0,9.534797125E0
1.792219134E0,-2.027917147E0,3.524029493E0,8.671290398E0,9.577186903E0
1.794694291E0,-1.970489502E0,3.550350666E0,8.726624489E0,9.625060711E0
1.797169759E0,-1.907976985E0,3.567100286E0,8.779266357E0,9.666441869E0
1.799644759E0,-1.867298961E0,3.581457376E0,8.822337151E0,9.702951878E0
1.802119343E0,-1.826620936E0,3.598206997E0,8.846264839E0,9.723170226E0
1.804594186E0,-1.790728688E0,3.626920938E0,8.851051331E0,9.731514496E0
1.807069238E0,-1.776371717E0,3.612564087E0,8.867800713E0,9.738788695E0
1.809544082E0,-1.764407635E0,3.636492252E0,8.860622406E0,9.738985554E0
1.812019238E0,-1.778764486E0,3.624528170E0,8.848658562E0,9.726251379E0
1.814494551E0,-1.805085540E0,3.631706476E0,8.853444099E0,9.738126008E0
1.816969551E0,-1.826620936E0,3.624528170E0,8.891729355E0,9.774282553E0
1.819444499E0,-1.862513304E0,3.631706476E0,8.915657043E0,9.805467263E0
1.821919916E0,-1.840977907E0,3.641277790E0,8.980263710E0,9.863733568E0
1.824395645E0,-1.817049742E0,3.643670797E0,9.059226990E0,9.932149832E0
1.826871009E0,-1.788335800E0,3.679862022E0,9.164510727E0,1.003632335E1
1.829346166E0,-1.745265007E0,3.751646757E0,9.277272224E0,1.015817815E1
1.831821322E0,-1.716551185E0,3.799503326E0,9.361021042E0,1.024751133E1
1.834296843E0,-1.678265929E0,3.840181351E0,9.435198784E0,1.032407601E1
1.836772468E0,-1.639980793E0,3.852145433E0,9.502198219E0,1.038365699E1
1.839247572E0,-1.616052628E0,3.871287823E0,9.530911446E0,1.041329768E1
1.841722676E0,-1.572981834E0,3.888037682E0,9.564411163E0,1.044361383E1
1.844197728E0,-1.517946839E0,3.888037682E0,9.540482521E0,1.041353957E1
1.846672572E0,-1.491625786E0,3.919144392E0,9.497411728E0,1.038197812E1
1.849147468E0,-1.462911963E0,3.945465326E0,9.471091270E0,1.036380133E1
1.851622520E0,-1.434198022E0,3.971786499E0,9.449555397E0,1.035017435E1
1.854097520E0,-1.407876968E0,3.990929127E0,9.396913528E0,1.030590203E1
1.856572520E0,-1.381256819E0,4.005286217E0,9.341878891E0,1.025772340E1
1.859047572E0,-1.364507079E0,4.022035599E0,9.282057762E0,1.020760727E1
1.861522311E0,-1.338186026E0,4.057928085E0,9.245866776E0,1.018545898E1
1.863997207E0,-1.290329576E0,4.077070713E0,9.219545364E0,1.016304446E1
1.866472155E0,-1.242473125E0,4.120141506E0,9.162117958E0,1.012243602E1
1.868946843E0,-1.194616675E0,4.163212299E0,9.090332985E0,1.006943888E1
1.871421738E0,-1.132403374E0,4.216153622E0,9.020941734E0,1.002176025E1
1.873896582E0,-1.089332461E0,4.266402721E0,8.958727837E0,9.982366545E0
1.876371322E0,-1.024726272E0,4.319045067E0,8.903693199E0,9.948867614E0
1.878846166E0,-9.960124493E-1,4.350151539E0,8.865407944E0,9.925286758E0
1.881320957E0,-9.601200819E-1,4.381258488E0,8.834300995E0,9.907680383E0
1.883795749E0,-9.218349457E-1,4.417150497E0,8.831908226E0,9.917842563E0
1.886270801E0,-8.907282352E-1,4.436293125E0,8.834300995E0,9.925672146E0
1.888746061E0,-8.835497499E-1,4.443471432E0,8.853444099E0,9.945278827E0
1.891220905E0,-8.548358679E-1,4.455435753E0,8.860622406E0,9.954510612E0
1.893695593E0,-8.353942037E-1,4.424329281E0,8.870193481E0,9.947507500E0
1.896170645E0,-8.114659786E-1,4.378865242E0,8.867800713E0,9.923246813E0
1.898645332E0,-7.755736113E-1,4.287938118E0,8.841479301E0,9.856961193E0
1.901119759E0,-7.540382147E-1,4.141676903E0,8.817551613E0,9.770940469E0
1.903594186E0,-8.114659786E-1,4.002892971E0,8.793622971E0,9.695846230E0
1.906068666E0,-8.859425783E-1,3.840181351E0,8.774480820E0,9.618908499E0
1.908543249E0,-9.457631707E-1,3.699004650E0,8.755337715E0,9.551598918E0
1.911018145E0,-1.055832982E0,3.550350666E0,8.736195564E0,9.488987621E0
1.913492936E0,-1.168295622E0,3.440280676E0,8.678468704E0,9.408308288E0
1.915967363E0,-1.321436286E0,3.334996462E0,8.585148811E0,9.304470720E0
1.918441895E0,-1.474876046E0,3.232105255E0,8.472685814E0,9.187391830E0
1.920916686E0,-1.666301847E0,3.186641455E0,8.355437279E0,9.096404659E0
1.923392155E0,-1.876870275E0,3.162713289E0,8.235795975E0,9.019630409E0
1.925867936E0,-2.070987940E0,3.145963669E0,8.132605553E0,8.962441159E0
1.928342988E0,-2.248056889E0,3.105285645E0,8.032107353E0,8.900073440E0
1.930817988E0,-2.413161755E0,3.061915636E0,7.926823139E0,8.833640365E0
1.933293093E0,-2.561815739E0,3.040380239E0,7.838288784E0,8.788946634E0
1.935768093E0,-2.669492722E0,2.997309446E0,7.766504288E0,8.742347749E0
1.938243197E0,-2.753241539E0,2.956631422E0,7.699504852E0,8.695078108E0
1.940718093E0,-2.798705101E0,2.915953398E0,7.680362701E0,8.678911550E0
1.943192832E0,-2.848954439E0,2.870489836E0,7.680362701E0,8.680105098E0
1.945667311E0,-2.853740215E0,2.834597588E0,7.711469173E0,8.697444079E0
1.948141738E0,-2.815454960E0,2.805883646E0,7.814360619E0,8.767211731E0
1.950616478E0,-2.714956284E0,2.774776936E0,7.931608677E0,8.830673296E0
1.953091009E0,-2.576172590E0,2.734098911E0,8.070392609E0,8.901864913E0
1.955565436E0,-2.427518606E0,2.700599432E0,8.247760773E0,9.011750198E0
1.958040384E0,-2.269592285E0,2.638386011E0,8.446364403E0,9.135272383E0
1.960515228E0,-2.147558212E0,2.590529680E0,8.649754524E0,9.281223175E0
1.962990020E0,-2.018345833E0,2.595315218E0,8.848658562E0,9.439710765E0
1.965464707E0,-1.869691849E0,2.614457846E0,9.054440498E0,9.608019056E0
1.967939134E0,-1.759621978E0,2.659921408E0,9.265308380E0,9.798846400E0
1.970413822E0,-1.695015788E0,2.710170746E0,9.459127426E0,9.984647999E0
1.972888978E0,-1.642373681E0,2.755634308E0,9.617053032E0,1.013797913E1
1.975364343E0,-1.563410521E0,2.832204819E0,9.789336205E0,1.031003103E1
1.977839395E0,-1.467697620E0,2.903989315E0,9.952347755E0,1.047074573E1
1.980314447E0,-1.364507079E0,2.923131943E0,1.007916737E1,1.058282546E1
1.982789707E0,-1.266401410E0,2.947060108E0,1.012702370E1,1.062287837E1
1.985264916E0,-1.149153113E0,2.973381281E0,1.008873844E1,1.058036826E1
1.987740020E0,-1.017547846E0,3.014059305E0,9.954740524E0,1.045068495E1
1.990215332E0,-8.931210637E-1,3.073879719E0,9.748658180E0,1.026073770E1
1.992690905E0,-7.875377536E-1,3.172284603E0,9.487840652E0,1.003507477E1
1.995166426E0,-7.612167001E-1,3.248854876E0,9.241081238E0,9.825074621E0
1.997642311E0,-7.875377536E-1,3.358924866E0,9.032905579E0,9.669331681E0
2.000118509E0,-8.234301209E-1,3.490530014E0,8.863015175E0,9.561112641E0
2.002594291E0,-8.138588071E-1,3.631706476E0,8.745766640E0,9.504740512E0
2.005069603E0,-8.210372925E-1,3.780360699E0,8.633005142E0,9.460127221E0
2.007545176E0,-8.210372925E-1,3.888037682E0,8.544470787E0,9.423317902E0
2.010020593E0,-8.452646136E-1,3.990929127E0,8.506185532E0,9.433831664E0
2.012495593E0,-8.234301209E-1,4.103391647E0,8.477471352E0,9.454278433E0
2.014970697E0,-8.018946648E-1,4.163212299E0,8.484649658E0,9.484969769E0
2.017445488E0,-7.516453862E-1,4.199104786E0,8.542078018E0,9.548012812E0
2.019920124E0,-7.396813035E-1,4.189533234E0,8.594719887E0,9.590022267E0
2.022395176E0,-7.468597889E-1,4.134498596E0,8.642576218E0,9.609682714E0
2.024870020E0,-7.731808424E-1,4.031607151E0,8.709874153E0,9.628788740E0
2.027344447E0,-8.476574421E-1,3.923929930E0,8.776873589E0,9.651386389E0
2.029818822E0,-9.074779749E-1,3.809074640E0,8.793622971E0,9.626025703E0
2.032293509E0,-9.720842242E-1,3.682255030E0,8.882157326E0,9.664195186E0
2.034768457E0,-1.118046403E0,3.555136204E0,9.030512810E0,9.769297968E0
2.037243301E0,-1.271187067E0,3.361317635E0,9.236295700E0,9.910778529E0
2.039717832E0,-1.635195136E0,2.908775091E0,9.346664429E0,9.924463291E0
2.042192520E0,-1.568196177E0,2.743670225E0,9.439984322E0,9.954911830E0
2.044667259E0,6.221338734E-2,2.023131609E0,8.879764557E0,9.107532630E0
2.047142207E0,1.304686546E0,1.642373681E0,8.841479301E0,9.086878151E0
2.049617520E0,9.433703423E-1,1.628016710E0,9.530911446E0,9.714867935E0
2.052092728E0,4.597210586E-1,1.582553029E0,9.978668213E0,1.011383393E1
2.054567728E0,7.178467698E-3,1.537089467E0,1.014616585E1,1.026193827E1
2.057042259E0,-4.860421121E-1,1.479661703E0,1.023230743E1,1.035015706E1
2.059516738E0,-9.744769931E-1,1.326221943E0,1.019880867E1,1.033073900E1
2.061991322E0,-1.568196177E0,1.235294700E0,1.009113121E1,1.028669633E1
2.064465749E0,-2.090130568E0,1.297508121E0,9.878170013E0,1.017990255E1
2.066940072E0,-2.425125837E0,1.453340650E0,9.576375008E0,9.985008395E0
2.069414707E0,-2.607279301E0,1.620838284E0,9.221938133E0,9.719524938E0
2.071889863E0,-2.805883646E0,1.843370795E0,8.927620888E0,9.537998408E0
2.074365280E0,-2.851347208E0,1.982453585E0,8.606683731E0,9.280910945E0
2.076840593E0,-2.731706142E0,1.922333837E0,8.187939644E0,8.843073077E0
2.079315801E0,-2.700599432E0,1.819442511E0,7.833503246E0,8.483359090E0
2.081790697E0,-2.781955481E0,1.721336842E0,7.565207958E0,8.242247768E0
2.084265541E0,-2.760420084E0,1.618445396E0,7.313961506E0,7.983314941E0
2.086740853E0,-2.655135870E0,1.541875124E0,7.065107822E0,7.703432607E0
2.089216061E0,-2.542673111E0,1.515554070E0,6.923632145E0,7.529858748E0
2.091690697E0,-2.465803623E0,1.584945917E0,6.892525673E0,7.489936663E0
2.094165072E0,-2.413161755E0,1.651944876E0,6.954739094E0,7.544578675E0
2.096639707E0,-2.348555326E0,1.742872238E0,7.053143978E0,7.635453866E0
2.099114811E0,-2.283949137E0,1.781157374E0,7.175177574E0,7.737707572E0
2.101589759E0,-2.204986095E0,1.800299883E0,7.323532581E0,7.857300606E0
2.104064707E0,-2.116451740E0,1.754836321E0,7.424031258E0,7.916758086E0
2.106539395E0,-2.049452543E0,1.706979871E0,7.569993496E0,8.026134657E0
2.109013978E0,-2.063809633E0,1.635195136E0,7.744968891E0,8.180324961E0
2.111488926E0,-2.315055847E0,1.213759303E0,7.845467091E0,8.269464861E0
2.113963770E0,-2.458625317E0,8.979067206E-1,7.931608677E0,8.352334472E0
2.116438509E0,-2.461018085E0,7.827520967E-1,8.046463966E0,8.450733295E0
2.118913093E0,-2.432304144E0,7.229315639E-1,8.132605553E0,8.519272655E0
2.121387936E0,-2.417947292E0,6.726822853E-1,8.214261055E0,8.589124242E0
2.123863093E0,-2.394019127E0,6.535396576E-1,8.305188179E0,8.668021248E0
2.126337988E0,-2.341377020E0,6.966105103E-1,8.362615585E0,8.712098024E0
2.128812884E0,-2.262413740E0,7.420741320E-1,8.357830048E0,8.690368983E0
2.131287884E0,-2.226521492E0,7.875377536E-1,8.321938515E0,8.650564971E0
2.133762988E0,-2.212164640E0,8.377870321E-1,8.293224335E0,8.623985701E0
2.136237884E0,-2.264806747E0,9.026923180E-1,8.264510155E0,8.616631077E0
2.138712780E0,-2.319841623E0,9.577272534E-1,8.250153542E0,8.623452911E0
2.141187832E0,-2.389233351E0,9.936196208E-1,8.219046593E0,8.616753614E0
2.143662728E0,-2.475374937E0,1.019940615E0,8.185546875E0,8.612255081E0
2.146137780E0,-2.489732027E0,1.098903775E0,8.140083313E0,8.582966353E0
2.148613249E0,-2.458625317E0,1.175474167E0,8.082356453E0,8.529423415E0
2.151088822E0,-2.389233351E0,1.275972724E0,8.067999840E0,8.510532522E0
2.153563666E0,-2.288734913E0,1.374078393E0,8.075178146E0,8.504992712E0
2.156038353E0,-2.128415823E0,1.527518153E0,8.127820015E0,8.539609114E0
2.158513249E0,-1.936690807E0,1.685444474E0,8.242975235E0,8.633547074E0
2.160988093E0,-1.738086581E0,1.898405671E0,8.388936996E0,8.774916124E0
2.163463041E0,-1.534696579E0,2.056631088E0,8.530113220E0,8.907741384E0
2.165937832E0,-1.347757339E0,2.164308071E0,8.585148811E0,8.955750074E0
2.168412624E0,-1.216152072E0,2.200200319E0,8.566005707E0,8.927281841E0
2.170887416E0,-1.113260746E0,2.188236237E0,8.455936432E0,8.805145556E0
2.173362051E0,-1.012762189E0,2.188236237E0,8.317152023E0,8.659623713E0
2.175836582E0,-9.385846853E-1,2.171486616E0,8.197511673E0,8.532027483E0
2.178310905E0,-8.428717852E-1,2.157129526E0,8.072785378E0,8.398422732E0
2.180785384E0,-7.540382147E-1,2.145165443E0,7.953144073E0,8.271808089E0
2.183260020E0,-6.463612318E-1,2.051845312E0,7.816753387E0,8.107372296E0
2.185734863E0,-5.793621540E-1,1.951047778E0,7.654041290E0,7.920012374E0
2.188209863E0,-5.410770178E-1,1.800299883E0,7.479066372E0,7.711697466E0
2.190684759E0,-5.602195859E-1,1.656730533E0,7.309175968E0,7.515494353E0
2.193159811E0,-6.631109715E-1,1.584945917E0,7.124928474E0,7.329145618E0
2.195634968E0,-8.042874932E-1,1.668694735E0,6.894918442E0,7.139420201E0
2.198110332E0,-8.739784956E-1,1.857727647E0,6.672386169E0,6.981097880E0
2.200585697E0,-1.036690354E0,1.874477386E0,6.775277138E0,7.105826669E0
2.203060749E0,-1.254437327E0,1.723729610E0,7.112964630E0,7.425572207E0
2.205535488E0,-1.496411443E0,1.628016710E0,7.407281399E0,7.730297752E0
2.208010176E0,-1.795514345E0,1.613659739E0,7.673183918E0,8.043974202E0
2.210484863E0,-2.188236237E0,1.721336842E0,7.850253105E0,8.329336838E0
2.212959551E0,-2.683849812E0,1.992024899E0,8.113463402E0,8.774935976E0
2.215434499E0,-2.872882605E0,2.126022816E0,8.113463402E0,8.865760872E0
2.217909447E0,-2.781955481E0,2.274377823E0,7.711469173E0,8.507574718E0
2.220384551E0,-2.528316259E0,2.451446772E0,7.304390430E0,8.109013130E0
2.222859603E0,-2.212164640E0,2.600100994E0,6.985845566E0,7.775360818E0
2.225334447E0,-1.896012783E0,2.714956284E0,6.792026997E0,7.556287635E0
2.227809447E0,-1.568196177E0,2.719742060E0,6.693921566E0,7.393566261E0
2.230284343E0,-1.316650629E0,2.695813894E0,6.677171707E0,7.320218811E0
2.232759238E0,-1.110867858E0,2.643171787E0,6.729813576E0,7.315105964E0
2.235234447E0,-9.864411354E-1,2.568994284E0,6.811169624E0,7.346075782E0
2.237709655E0,-9.433703423E-1,2.492124796E0,6.892525673E0,7.389691722E0
2.240184655E0,-9.577272534E-1,2.396411896E0,6.952346325E0,7.415871553E0
2.242659863E0,-1.027119160E0,2.317448616E0,7.000202656E0,7.445023780E0
2.245134968E0,-1.134796143E0,2.202593327E0,7.002595425E0,7.428022774E0
2.247609707E0,-1.283151150E0,2.099701881E0,6.981060028E0,7.402055389E0
2.250084499E0,-1.429412484E0,1.992024899E0,6.914061069E0,7.335913285E0
2.252559499E0,-1.565803289E0,1.867298961E0,6.863811970E0,7.283574679E0
2.255034603E0,-1.683051586E0,1.733300924E0,6.837490559E0,7.251777153E0
2.257509863E0,-1.754836321E0,1.584945917E0,6.835097790E0,7.232569797E0
2.259985072E0,-1.757229090E0,1.412662625E0,6.863811970E0,7.224637328E0
2.262460124E0,-1.733300924E0,1.256830096E0,6.885347366E0,7.210545218E0
2.264935176E0,-1.678265929E0,1.118046403E0,6.916453838E0,7.204438770E0
2.267410488E0,-1.632802367E0,9.792626500E-1,6.935596466E0,7.192183066E0
2.269886113E0,-1.572981834E0,8.644071817E-1,6.897311211E0,7.127017158E0
2.272361634E0,-1.482054472E0,7.851449251E-1,6.849454880E0,7.051806163E0
2.274837311E0,-1.407876968E0,7.420741320E-1,6.799205780E0,6.982978649E0
2.277312624E0,-1.338186026E0,7.013961077E-1,6.758527756E0,6.925344451E0
2.279788093E0,-1.259222865E0,6.870391965E-1,6.715456963E0,6.866951820E0
2.282264082E0,-1.189831018E0,7.061817646E-1,6.696314335E0,6.837763977E0
2.284740124E0,-1.137188911E0,7.133602500E-1,6.696314335E0,6.829546628E0
2.287215905E0,-1.132403374E0,7.516453862E-1,6.691528320E0,6.828166624E0
2.289691322E0,-1.156331539E0,7.707880139E-1,6.691528320E0,6.834308162E0
2.292166582E0,-1.208973646E0,7.707880139E-1,6.691528320E0,6.843411627E0
2.294642155E0,-1.232901812E0,7.564310431E-1,6.717849731E0,6.871807609E0
2.297117728E0,-1.271187067E0,7.325028181E-1,6.770491600E0,6.927628270E0
2.299593041E0,-1.230509043E0,7.612167001E-1,6.859025955E0,7.009981485E0
2.302068353E0,-1.170688510E0,8.066803217E-1,7.009773731E0,7.152494145E0
2.304543718E0,-1.046261668E0,8.763712645E-1,7.191927433E0,7.320280751E0
2.307019082E0,-9.361918569E-1,9.625129104E-1,7.416852951E0,7.537412951E0
2.309494395E0,-8.138588071E-1,1.077368379E0,7.654041290E0,7.772222131E0
2.311969655E0,-7.325028181E-1,1.165902853E0,7.936394691E0,8.054951927E0
2.314444863E0,-6.272186637E-1,1.240080357E0,8.242975235E0,8.359296817E0
2.316920124E0,-5.338985324E-1,1.345364571E0,8.568398476E0,8.689793203E0
2.319395541E0,-4.477569461E-1,1.438983679E0,8.932407379E0,9.058645699E0
2.321870905E0,-3.496512175E-1,1.539482236E0,9.339486122E0,9.471972474E0
2.324346113E0,-2.488535494E-1,1.623231053E0,9.724730492E0,9.862413005E0
2.326821270E0,-1.268195957E-1,1.695015788E0,1.005045319E1,1.019317276E1
2.329296374E0,-1.028913707E-1,1.735693693E0,1.031844902E1,1.046391941E1
2.331771634E0,-1.555334777E-1,1.785943031E0,1.052931690E1,1.068083787E1
2.334246843E0,-2.850449979E-1,1.785943031E0,1.071834946E1,1.086986008E1
2.336721895E0,-4.286143482E-1,1.778764486E0,1.090259743E1,1.105505966E1
2.339196895E0,-5.937191248E-1,1.783550143E0,1.110628605E1,1.126424180E1
2.341672207E0,-7.253243923E-1,1.785943031E0,1.131206894E1,1.147512927E1
2.344147572E0,-7.827520967E-1,1.778764486E0,1.152532959E1,1.168802490E1
2.346622363E0,-8.186444640E-1,1.726122379E0,1.173829079E1,1.189273509E1
2.349097155E0,-8.428717852E-1,1.687837243E0,1.192493057E1,1.207324300E1
2.351572416E0,-8.691928387E-1,1.613659739E0,1.209990597E1,1.223793767E1
2.354047676E0,-1.137188911E0,1.213759303E0,1.221715450E1,1.232985298E1
2.356522728E0,-1.709372640E0,3.400799036E-1,1.217647648E1,1.230057676E1
2.358997832E0,-1.886441588E0,9.810572863E-2,1.243968678E1,1.258229286E1
2.361472884E0,-1.836192250E0,1.746760458E-1,1.283480167E1,1.296665908E1
2.363947780E0,-1.766800404E0,3.209373355E-1,1.316740417E1,1.328928580E1
2.366422728E0,-1.718943954E0,4.310071766E-1,1.346680546E1,1.358290782E1
2.368897728E0,-1.666301847E0,5.243272781E-1,1.378056431E1,1.389083992E1
2.371373093E0,-1.594517231E0,6.008976102E-1,1.410838127E1,1.421091078E1
2.373848197E0,-1.565803289E0,6.894320250E-1,1.440539074E1,1.450663086E1
2.376322884E0,-1.584945917E0,7.540382147E-1,1.467338657E1,1.477798703E1
2.378797572E0,-1.711765528E0,7.205387354E-1,1.487946892E1,1.499492956E1
2.381272468E0,-1.929512382E0,7.037889361E-1,1.500628853E1,1.514618871E1
2.383747311E0,-2.183450699E0,6.200401783E-1,1.504218006E1,1.521246488E1
2.386221895E0,-2.425125837E0,5.338985324E-1,1.500150204E1,1.520563535E1
2.388696738E0,-2.628814697E0,4.692923427E-1,1.490818214E1,1.514545466E1
2.391171738E0,-2.762812853E0,4.286143482E-1,1.481456280E1,1.507607761E1
2.393646686E0,-2.827419043E0,4.621138871E-1,1.472363567E1,1.499977650E1
2.396121738E0,-2.834597588E0,5.147559643E-1,1.465902996E1,1.493944700E1
2.398596999E0,-2.817847729E0,6.463612318E-1,1.463270855E1,1.491556932E1
2.401072416E0,-2.760420084E0,8.090731502E-1,1.458245945E1,1.486346669E1
2.403547572E0,-2.686242580E0,1.003190875E0,1.453221035E1,1.481240793E1
2.406022155E0,-2.573779821E0,1.192223907E0,1.447956848E1,1.475478376E1
2.408496843E0,-2.472982168E0,1.359721422E0,1.442931843E1,1.470271109E1
2.410971791E0,-2.379662037E0,1.575374603E0,1.435514164E1,1.463607489E1
2.413446791E0,-2.300698996E0,1.785943031E0,1.423041534E1,1.452540978E1
2.415921686E0,-2.164308071E0,1.941476464E0,1.407727432E1,1.437439434E1
2.418396582E0,-2.066202402E0,2.102094650E0,1.385234928E1,1.416247065E1
2.420871634E0,-1.975275040E0,2.307877541E0,1.352184105E1,1.385886704E1
2.423346218E0,-1.886441588E0,2.523231506E0,1.277498055E1,1.315771587E1
2.425820332E0,-1.831406593E0,2.755634308E0,1.197757244E1,1.242617448E1
2.428294707E0,-1.824228168E0,3.083451033E0,1.100100231E1,1.156968152E1
2.430769238E0,-1.867298961E0,3.437887907E0,9.830313683E0,1.058021483E1
2.433244186E0,-1.922333837E0,3.782753468E0,8.594719887E0,9.585082217E0
2.435719186E0,-1.934298038E0,4.067499161E0,7.486244678E0,8.736699475E0
2.438194030E0,-1.912762642E0,4.304687977E0,6.772884369E0,8.249906798E0
2.440668926E0,-1.891227245E0,4.469792843E0,6.428019047E0,8.054515343E0
2.443143718E0,-1.862513304E0,4.539184570E0,6.502495766E0,8.145894890E0
2.445618145E0,-1.790728688E0,4.560719967E0,6.911668301E0,8.472191839E0
2.448092520E0,-1.632802367E0,4.543970108E0,7.498209000E0,8.918343238E0
2.450567207E0,-1.398006678E0,4.529613495E0,8.130212784E0,9.411279456E0
2.453042155E0,-1.134796143E0,4.479363918E0,8.774480820E0,9.916853183E0
2.455516738E0,-8.090731502E-1,4.448257446E0,9.303593636E0,1.034400542E1
2.457991113E0,-5.027918816E-1,4.405186653E0,9.705587387E0,1.067037467E1
2.460465749E0,-2.826521695E-1,4.340580463E0,1.000020409E1,1.090525620E1
2.462940176E0,-1.435693651E-1,4.266402721E0,1.017966557E1,1.103849606E1
2.465414603E0,-1.124626622E-1,4.156033993E0,1.029930687E1,1.110679920E1
2.467889447E0,-1.866401732E-1,4.084249020E0,1.034955597E1,1.112785844E1
2.470363978E0,-3.233301640E-1,3.983750582E0,1.037348461E1,1.111683382E1
2.472838041E0,-4.764707983E-1,3.897608995E0,1.042403316E1,1.113906853E1
2.475312155E0,-6.391827464E-1,3.873680830E0,1.046231747E1,1.117470557E1
2.477786426E0,-7.995018363E-1,3.847359657E0,1.049820995E1,1.120954021E1
2.480261218E0,-9.337990284E-1,3.780360699E0,1.057478046E1,1.126894358E1
2.482736270E0,-1.060618639E0,3.696611881E0,1.067049313E1,1.134236637E1
2.485211374E0,-1.175474167E0,3.569493294E0,1.078295612E1,1.141907022E1
2.487686426E0,-1.278365493E0,3.425923824E0,1.089302635E1,1.149039579E1
2.490161374E0,-1.410269856E0,3.253640652E0,1.099382401E1,1.155158884E1
2.492636218E0,-1.525125384E0,3.083451033E0,1.108235836E1,1.160397969E1
2.495110905E0,-1.635195136E0,2.927917719E0,1.112303638E1,1.161759458E1
2.497585541E0,-1.726122379E0,2.779562712E0,1.118285656E1,1.165168435E1
2.500060384E0,-1.800299883E0,2.604886532E0,1.120439243E1,1.164323509E1
2.502535384E0,-1.876870275E0,2.453839540E0,1.119242764E1,1.161096064E1
2.505010384E0,-2.001596212E0,2.293520451E0,1.113739300E1,1.154591470E1
2.507485749E0,-2.126022816E0,2.164308071E0,1.106082249E1,1.146935031E1
2.509960957E0,-2.250449657E0,2.018345833E0,1.098185921E1,1.139032375E1
2.512436009E0,-2.382055044E0,1.879263043E0,1.089302635E1,1.130768937E1
2.514911113E0,-2.492124796E0,1.773978829E0,1.078056335E1,1.120616942E1
2.517386166E0,-2.571387053E0,1.663909078E0,1.066331482E1,1.109445392E1
2.519861270E0,-2.633600473E0,1.544267893E0,1.054128075E1,1.097448015E1
2.522336061E0,-2.698206663E0,1.438983679E0,1.040728283E1,1.084723601E1
2.524811113E0,-2.741277456E0,1.335793257E0,1.027537823E1,1.071831813E1
2.527286478E0,-2.803490877E0,1.307079315E0,1.014138031E1,1.060262288E1
