"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.651596552E1,-9.098708034E-1,-2.884846687E0,2.362912416E0,3.838432020E0
4.651844042E1,-5.003990531E-1,-3.073879719E0,2.702992201E0,4.123748607E0
4.652091531E1,-4.785645381E-2,-3.296711445E0,3.112463951E0,4.534096210E0
4.652339005E1,4.381856322E-1,-3.492922783E0,3.622135162E0,5.050978059E0
4.652586464E1,9.744769931E-1,-3.687040567E0,4.179962158E0,5.658264504E0
4.652833943E1,1.498804331E0,-3.904787540E0,4.737788677E0,6.319843488E0
4.653081417E1,2.056631088E0,-4.086641788E0,5.319543839E0,7.016261055E0
4.653328880E1,2.576172590E0,-4.271188259E0,5.882156372E0,7.712293948E0
4.653576354E1,3.045166016E0,-4.479363918E0,6.454638958E0,8.426155781E0
4.653823823E1,3.428316593E0,-4.752145767E0,6.964310169E0,9.101530651E0
4.654071292E1,3.703790426E0,-5.046761990E0,7.498209000E0,9.767855870E0
4.654318766E1,3.938287020E0,-5.446662426E0,7.993822098E0,1.044401398E1
4.654566250E1,4.319045067E0,-5.863013744E0,8.436793327E0,1.114488951E1
4.654813750E1,4.805087090E0,-6.286842346E0,9.018548965E0,1.199781122E1
4.655061297E1,5.398806095E0,-6.765706062E0,9.667302132E0,1.297607862E1
4.655308823E1,6.183950901E0,-7.160820961E0,1.045513916E1,1.410065745E1
4.655556307E1,7.086643219E0,-7.618149281E0,1.141496086E1,1.544532428E1
4.655803781E1,8.223832130E0,-8.046463966E0,1.255454254E1,1.702919657E1
4.656051255E1,9.334700584E0,-8.477471352E0,1.390499115E1,1.877106642E1
4.656298755E1,1.073509979E1,-9.068798065E0,1.576511192E1,2.111928550E1
4.656546240E1,1.223151112E1,-9.715159416E0,1.821895218E1,2.399842506E1
4.656793688E1,1.401984692E1,-1.044556808E1,2.069701767E1,2.709303491E1
4.657041156E1,1.592303848E1,-1.120917797E1,2.258585358E1,2.982129452E1
4.657288589E1,1.784806442E1,-1.205175018E1,2.309582329E1,3.157871339E1
4.657535979E1,1.965793610E1,-1.295683575E1,2.191316986E1,3.216366051E1
4.657783370E1,2.106581306E1,-1.391217041E1,1.925803566E1,3.175199054E1
4.658030802E1,2.219821548E1,-1.486720562E1,1.573879051E1,3.100812959E1
4.658278261E1,2.322024918E1,-1.575075531E1,1.192014503E1,3.048534275E1
4.658525662E1,2.382593346E1,-1.651675797E1,8.317152023E0,3.016046115E1
4.658773073E1,2.398415947E1,-1.718973923E1,5.183153152E0,2.995984173E1
4.659020552E1,2.363450813E1,-1.774278069E1,2.564208508E0,2.966431200E1
4.659268037E1,2.298575401E1,-1.808973885E1,6.798607111E-1,2.925825951E1
4.659515495E1,2.219342995E1,-1.833410645E1,-3.161516786E-1,2.878867388E1
4.659762964E1,2.142473602E1,-1.848006821E1,-5.075774789E-1,2.829823085E1
4.660010459E1,2.080948067E1,-1.856860352E1,-1.100698411E-1,2.788977658E1
4.660257958E1,2.025643921E1,-1.855663872E1,7.803592682E-1,2.748237855E1
4.660505401E1,1.972493362E1,-1.843221283E1,1.862513304E0,2.706082837E1
4.660752802E1,1.910968018E1,-1.826950073E1,3.071486950E0,2.661556998E1
4.661000219E1,1.842742538E1,-1.798445511E1,4.271188259E0,2.610083679E1
4.661247646E1,1.748166275E1,-1.747927094E1,5.432305813E0,2.531093423E1
4.661495073E1,1.577707577E1,-1.666301918E1,6.552744865E0,2.386442527E1
4.661742547E1,1.324905872E1,-1.556411457E1,7.445566654E0,2.175352115E1
4.661990042E1,1.068245792E1,-1.438146210E1,7.953144073E0,1.960086376E1
4.662237516E1,8.534899712E0,-1.313390446E1,8.020143509E0,1.759734813E1
4.662485016E1,6.825526714E0,-1.195364475E1,7.658827305E0,1.575230375E1
4.662732521E1,5.484947681E0,-1.071117115E1,6.964310169E0,1.390379281E1
4.662980005E1,4.429114819E0,-9.408877373E0,6.095416546E0,1.205396758E1
4.663227469E1,3.579064369E0,-8.099106789E0,5.161617756E0,1.024926975E1
4.663474906E1,2.798705101E0,-6.825526714E0,4.129712582E0,8.454294245E0
4.663722323E1,1.980060697E0,-5.693123341E0,3.006880760E0,6.735994777E0
4.663969750E1,1.070189953E0,-4.733003139E0,1.814656854E0,5.180695393E0
4.664217235E1,1.124626622E-1,-3.964607954E0,6.176473498E-1,4.014007016E0
4.664464682E1,-8.500502706E-1,-3.354139090E0,-6.248258352E-1,3.516140188E0
4.664712104E1,-1.821835399E0,-2.968595505E0,-2.027917147E0,4.030395941E0
4.664959578E1,-2.736491680E0,-2.786741018E0,-3.399602890E0,5.177993050E0
4.665207052E1,-3.543172121E0,-2.803490877E0,-4.539184570E0,6.404516090E0
4.665454516E1,-4.249652863E0,-2.903989315E0,-5.334199905E0,7.412583357E0
4.665702010E1,-4.958227634E0,-3.157927752E0,-5.604588985E0,8.122065418E0
4.665949511E1,-5.664409637E0,-3.629313707E0,-5.731408596E0,8.837788130E0
4.666196995E1,-6.375376701E0,-4.352544308E0,-5.882156372E0,9.705144699E0
4.666444490E1,-6.952346325E0,-5.195116997E0,-6.282056808E0,1.071394408E1
4.666692000E1,-7.184749126E0,-6.064310074E0,-6.928418159E0,1.167901772E1
4.666939510E1,-7.132106781E0,-6.916453838E0,-7.565207958E0,1.248745980E1
4.667187000E1,-7.156035423E0,-7.771289825E0,-7.855038643E0,1.316447571E1
4.667434469E1,-7.199106216E0,-8.609076500E0,-7.768897057E0,1.364914246E1
4.667681948E1,-7.316354275E0,-9.473484039E0,-7.124928474E0,1.392984370E1
4.667929427E1,-7.646862984E0,-1.038066292E1,-5.638088226E0,1.407198333E1
4.668176912E1,-8.522934914E0,-1.151097202E1,-2.149951220E0,1.448327265E1
4.668424370E1,-1.015573788E1,-1.307886982E1,4.721039295E0,1.721871248E1
4.668671828E1,-1.275344563E1,-1.553061581E1,1.811606026E1,2.705627546E1
4.668919313E1,-1.387627792E1,-1.858774567E1,3.882983017E1,4.523064325E1
4.669166828E1,-1.131446171E1,-2.106102753E1,4.783641434E1,5.347809328E1
4.669414334E1,-7.740182877E0,-2.269592285E1,4.346711731E1,4.964278026E1
4.669661818E1,-4.661218643E0,-2.362493706E1,3.336402512E1,4.114635807E1
4.669909307E1,-1.826620936E0,-2.382114792E1,2.158266258E1,3.219619475E1
4.670156802E1,5.243272781E-1,-2.352443695E1,9.997811317E0,2.556619416E1
4.670404302E1,2.027917147E0,-2.291396904E1,-3.520440459E-1,2.300622438E1
4.670651792E1,2.856132984E0,-2.199452591E1,-8.649754524E0,2.380619497E1
4.670899245E1,3.191427231E0,-2.077598190E1,-1.421605873E1,2.537563709E1
4.671146708E1,3.354139090E0,-1.952154350E1,-1.697408485E1,2.608563717E1
4.671394182E1,3.279961586E0,-1.809213257E1,-1.757976913E1,2.543878322E1
4.671641630E1,2.875275612E0,-1.666062546E1,-1.653350639E1,2.364742024E1
4.671889078E1,2.271985054E0,-1.527189159E1,-1.454895973E1,2.121473116E1
4.672136557E1,1.563410521E0,-1.396720505E1,-1.227458191E1,1.865991507E1
4.672384047E1,8.500502706E-1,-1.276062393E1,-9.976275444E0,1.621980827E1
4.672631531E1,2.799602449E-1,-1.159232807E1,-7.773682594E0,1.396032195E1
4.672878969E1,-1.651047617E-1,-1.054367352E1,-5.702694416E0,1.198820397E1
4.673126365E1,-4.190430641E-1,-9.614660263E0,-3.801896095E0,1.034754575E1
4.673373781E1,-4.908277392E-1,-8.784051895E0,-1.996810555E0,9.021514948E0
4.673621219E1,-4.022932947E-1,-8.022536278E0,-1.698904037E-1,8.034412920E0
4.673868688E1,-2.632105052E-1,-7.287640572E0,1.589731574E0,7.463660720E0
4.674116167E1,-1.387837082E-1,-6.605386734E0,3.287140131E0,7.379409534E0
4.674363620E1,-9.810572863E-2,-5.997310638E0,4.685146809E0,7.611041995E0
4.674611078E1,-2.177468538E-1,-5.556732178E0,5.480162144E0,7.807487644E0
4.674858542E1,-3.927220106E-1,-5.254937649E0,5.583053589E0,7.677179667E0
4.675105995E1,-6.104688644E-1,-5.137689114E0,5.046761990E0,7.227608750E0
4.675353417E1,-8.644071817E-1,-5.202295303E0,4.112963200E0,6.687865316E0
4.675600854E1,-1.101296663E0,-5.403591633E0,3.021237612E0,6.288046881E0
4.675848307E1,-1.235294700E0,-5.657230854E0,1.927119493E0,6.102786533E0
4.676095745E1,-1.311864972E0,-5.920740604E0,9.050851464E-1,6.131503741E0
4.676343203E1,-1.309472203E0,-6.148058891E0,-2.871387079E-2,6.286029754E0
4.676590672E1,-1.264008522E0,-6.370591164E0,-8.401798606E-1,6.548896969E0
4.676838156E1,-1.132403374E0,-6.569494724E0,-1.477268934E0,6.828097966E0
4.677085677E1,-9.936196208E-1,-6.760920525E0,-1.960619092E0,7.109244229E0
4.677333182E1,-7.875377536E-1,-6.964310169E0,-2.264806747E0,7.365540133E0
4.677580688E1,-5.626124144E-1,-7.165606499E0,-2.427518606E0,7.586520665E0
4.677828188E1,-3.209373355E-1,-7.376174927E0,-2.439482689E0,7.775733606E0
4.678075662E1,-1.196411345E-2,-7.610970497E0,-2.410768747E0,7.983659625E0
4.678323125E1,3.352942765E-1,-7.876574039E0,-2.353341103E0,8.227457396E0
4.678570620E1,6.990033388E-1,-8.197511673E0,-2.236092806E0,8.525720752E0
4.678818120E1,1.091725349E0,-8.587541580E0,-2.097309113E0,8.907100546E0
4.679065573E1,1.438983679E0,-9.023334503E0,-1.907976985E0,9.334431732E0
4.679313037E1,1.812264085E0,-9.497411728E0,-1.714158297E0,9.819545270E0
4.679560531E1,2.164308071E0,-9.976275444E0,-1.515554070E0,1.032023281E1
4.679808000E1,2.468196630E0,-1.049820995E1,-1.295115232E0,1.086193953E1
4.680055448E1,2.710170746E0,-1.102253723E1,-1.065404296E0,1.140072098E1
4.680302932E1,2.944667339E0,-1.157318592E1,-8.548358679E-1,1.197248690E1
4.680550438E1,3.191427231E0,-1.207597733E1,-6.631109715E-1,1.250816343E1
4.680797943E1,3.397209883E0,-1.259282780E1,-5.051847100E-1,1.305279888E1
4.681045422E1,3.588635683E0,-1.307169056E1,-3.137588799E-1,1.355897654E1
4.681292912E1,3.679862022E0,-1.344527054E1,-1.316052526E-1,1.394037318E1
4.681540370E1,3.897608995E0,-1.384756374E1,8.135596663E-2,1.438586099E1
4.681787813E1,4.156033993E0,-1.421127319E1,3.687937856E-1,1.481110776E1
4.682035255E1,4.421936035E0,-1.447238922E1,6.846463680E-1,1.514834343E1
4.682282708E1,4.737788677E0,-1.467577934E1,1.027119160E0,1.545574698E1
4.682530209E1,5.041976452E0,-1.478106403E1,1.376471281E0,1.567788422E1
4.682777708E1,5.326722145E0,-1.482413483E1,1.740479350E0,1.584797181E1
4.683025167E1,5.611767292E0,-1.480738449E1,2.044667006E0,1.596656603E1
4.683272636E1,5.886941910E0,-1.470449352E1,2.319841623E0,1.600811919E1
4.683520156E1,6.054738522E0,-1.451306725E1,2.475374937E0,1.591905966E1
4.683767672E1,6.193522453E0,-1.423998642E1,2.542673111E0,1.573537798E1
4.684015182E1,6.222236156E0,-1.389302731E1,2.408375978E0,1.541209607E1
4.684262698E1,6.095416546E0,-1.348116302E1,2.130808592E0,1.494778260E1
4.684510224E1,5.923133373E0,-1.303340626E1,1.807478428E0,1.442983596E1
4.684757740E1,5.664409637E0,-1.253779221E1,1.513161182E0,1.384093301E1
4.685005250E1,5.362913609E0,-1.196560860E1,1.192223907E0,1.316654964E1
4.685252781E1,5.061119080E0,-1.135992527E1,8.763712645E-1,1.246719115E1
4.685500318E1,4.776372910E0,-1.073270702E1,5.626124144E-1,1.176100638E1
4.685747813E1,4.572684288E0,-1.014855862E1,2.922234535E-1,1.113499341E1
4.685995292E1,4.443471432E0,-9.583553314E0,5.264209956E-2,1.056369744E1
4.686242787E1,4.326223373E0,-9.044869423E0,-1.387837082E-1,1.002721958E1
4.686490287E1,4.278367043E0,-8.616254807E0,-2.679961324E-1,9.623725545E0
4.686737776E1,4.235296249E0,-8.235795975E0,-3.089732230E-1,9.266149908E0
4.686985255E1,4.156033993E0,-7.953144073E0,-2.898306549E-1,8.978258239E0
4.687232734E1,4.031607151E0,-7.759325504E0,-1.914258152E-1,8.746292491E0
4.687480193E1,3.902394533E0,-7.632505894E0,-7.657032460E-2,8.572612923E0
4.687727620E1,3.730111361E0,-7.510172844E0,7.417750359E-2,8.385817146E0
4.687975047E1,3.500101328E0,-7.397710323E0,2.703889608E-1,8.188402623E0
4.688222531E1,3.217748165E0,-7.306783199E0,4.334000051E-1,7.995675052E0
4.688470021E1,2.915953398E0,-7.189534664E0,6.056832075E-1,7.781969227E0
4.688717516E1,2.614457846E0,-7.120142937E0,7.229315639E-1,7.619347433E0
4.688965031E1,2.300698996E0,-7.079464912E0,7.444669604E-1,7.481060778E0
4.689212542E1,1.941476464E0,-7.045965195E0,7.133602500E-1,7.343285316E0
4.689460068E1,1.606481314E0,-7.004988194E0,6.272186637E-1,7.214155880E0
4.689707573E1,1.309472203E0,-6.971488953E0,4.645066857E-1,7.108596354E0
4.689955026E1,1.005583763E0,-6.940382004E0,3.089732230E-1,7.019655655E0
4.690202490E1,7.301099896E-1,-6.973881721E0,1.890329868E-1,7.014543487E0
4.690449969E1,4.525425732E-1,-7.069893837E0,9.810572863E-2,7.085041876E0
4.690697422E1,2.440679073E-1,-7.203891754E0,2.871387079E-2,7.208082272E0
4.690944870E1,1.363908947E-1,-7.301997185E0,2.153540403E-2,7.303302618E0
4.691192302E1,1.387837082E-1,-7.383353233E0,1.363908947E-1,7.385916894E0
4.691439714E1,1.962114573E-1,-7.438388348E0,4.070789516E-1,7.452102617E0
4.691687188E1,2.970091105E-1,-7.495816231E0,7.612167001E-1,7.540220570E0
4.691934688E1,5.961119533E-1,-7.565207958E0,1.132403374E0,7.672682602E0
4.692182151E1,1.103689432E0,-7.582256794E0,1.503589988E0,7.808298874E0
4.692429589E1,1.642373681E0,-7.507780075E0,1.778764486E0,7.888482494E0
4.692677021E1,2.078166485E0,-7.407281399E0,1.893620014E0,7.922902903E0
4.692924484E1,2.398804665E0,-7.294818878E0,1.845763564E0,7.897815484E0
4.693171974E1,2.554637194E0,-7.251748085E0,1.683051586E0,7.870621584E0
4.693419438E1,2.621636391E0,-7.215855598E0,1.436590910E0,7.810591708E0
4.693666880E1,2.635993242E0,-7.213462830E0,1.163509965E0,7.767641972E0
4.693914370E1,2.595315218E0,-7.239784241E0,8.620143533E-1,7.739070078E0
4.694161880E1,2.520838737E0,-7.261319637E0,5.793621540E-1,7.708245671E0
4.694409375E1,2.480160713E0,-7.304390430E0,2.874378264E-1,7.719322330E0
4.694656886E1,2.470589399E0,-7.378567696E0,3.349951655E-2,7.781272096E0
4.694904432E1,2.463410854E0,-7.409674644E0,-1.531406492E-1,7.809937479E0
4.695151979E1,2.458625317E0,-7.455138206E0,-3.352942765E-1,7.857248016E0
4.695399490E1,2.463410854E0,-7.481459141E0,-4.740779996E-1,7.890841138E0
4.695646974E1,2.453839540E0,-7.498209000E0,-5.961119533E-1,7.912004560E0
4.695894459E1,2.451446772E0,-7.519744396E0,-6.726822853E-1,7.937798720E0
4.696141958E1,2.465803623E0,-7.548458099E0,-7.540382147E-1,7.976714914E0
4.696389500E1,2.465803623E0,-7.558029652E0,-8.210372925E-1,7.992377741E0
4.696637047E1,2.475374937E0,-7.550850868E0,-8.931210637E-1,7.996280082E0
4.696884604E1,2.458625317E0,-7.567600727E0,-9.337990284E-1,8.011579110E0
4.697132167E1,2.468196630E0,-7.574779034E0,-9.337990284E-1,8.021299935E0
4.697379677E1,2.456232548E0,-7.572386265E0,-9.026923180E-1,8.011801638E0
4.697627177E1,2.449054003E0,-7.594220638E0,-8.476574421E-1,8.024249233E0
4.697874693E1,2.396411896E0,-7.610970497E0,-7.253243923E-1,8.012225493E0
4.698122198E1,2.348555326E0,-7.637291908E0,-5.745765567E-1,8.010872489E0
4.698369698E1,2.317448616E0,-7.654041290E0,-4.070789516E-1,8.007535790E0
4.698617219E1,2.279163599E0,-7.663612843E0,-1.962114573E-1,7.997752650E0
4.698864719E1,2.221735716E0,-7.694719315E0,1.196411345E-2,8.009054755E0
4.699112177E1,2.178664923E0,-7.740182877E0,2.321037948E-1,8.044307551E0
4.699359625E1,2.073380709E0,-7.792825222E0,4.621138871E-1,8.077164215E0
4.699607073E1,1.968096614E0,-7.857431412E0,6.702894568E-1,8.127848462E0
4.699854526E1,1.843370795E0,-7.945965767E0,8.763712645E-1,8.203926770E0
4.700101990E1,1.723729610E0,-8.012965202E0,1.063011408E0,8.264916718E0
4.700349453E1,1.628016710E0,-8.099106789E0,1.218544960E0,8.350498249E0
4.700596875E1,1.537089467E0,-8.187939644E0,1.352542996E0,8.440045746E0
4.700844281E1,1.467697620E0,-8.259724617E0,1.465304732E0,8.516120303E0
4.701091719E1,1.388435364E0,-8.317152023E0,1.505982757E0,8.565673038E0
4.701339188E1,1.287936807E0,-8.348258972E0,1.541875124E0,8.586593503E0
4.701586667E1,1.208973646E0,-8.415258408E0,1.532303810E0,8.638642620E0
4.701834146E1,1.139581800E0,-8.463114738E0,1.474876046E0,8.665922750E0
4.702081656E1,1.101296663E0,-8.472685814E0,1.345364571E0,8.649234941E0
4.702329146E1,1.055832982E0,-8.460721970E0,1.187438250E0,8.608635730E0
4.702576615E1,1.031904817E0,-8.482256889E0,1.015154958E0,8.604885187E0
4.702824052E1,1.017547846E0,-8.522934914E0,8.548358679E-1,8.625924155E0
4.703071479E1,1.007976532E0,-8.549256325E0,6.726822853E-1,8.634714926E0
4.703318932E1,1.007976532E0,-8.573184013E0,4.788636267E-1,8.645508151E0
4.703566401E1,1.007976532E0,-8.592327118E0,3.113660514E-1,8.656849936E0
4.703813870E1,1.029511929E0,-8.647361755E0,1.531406492E-1,8.709776817E0
4.704061360E1,1.053440213E0,-8.678468704E0,-2.871387079E-2,8.742218244E0
4.704308865E1,1.089332461E0,-8.717052460E0,-2.297109663E-1,8.787856162E0
4.704556328E1,1.106082320E0,-8.724231720E0,-4.046861231E-1,8.803374811E0
4.704803787E1,1.137188911E0,-8.733802795E0,-5.315057039E-1,8.823548504E0
4.705051297E1,1.173081279E0,-8.750552177E0,-6.056832075E-1,8.849583902E0
4.705298813E1,1.201795220E0,-8.767302513E0,-6.104688644E-1,8.870320025E0
4.705546287E1,1.216152072E0,-8.776873589E0,-5.123631358E-1,8.875531073E0
4.705793781E1,1.187438250E0,-8.812766075E0,-3.424727321E-1,8.898996745E0
4.706041297E1,1.139581800E0,-8.829515457E0,-1.435693651E-1,8.903909369E0
4.706288802E1,1.101296663E0,-8.829515457E0,8.374879509E-2,8.898326326E0
4.706536318E1,1.079761267E0,-8.829515457E0,3.257229924E-1,8.901254017E0
4.706783807E1,1.065404296E0,-8.817551613E0,5.985047817E-1,8.901826258E0
4.707031261E1,1.051047325E0,-8.798408508E0,8.859425783E-1,8.905143851E0
4.707278740E1,1.007976532E0,-8.757730484E0,1.216152072E0,8.899038475E0
4.707526276E1,9.577272534E-1,-8.779266357E0,1.553839207E0,8.967004826E0
4.707773834E1,8.787640929E-1,-8.791230202E0,1.852941990E0,9.027255885E0
4.708021370E1,8.090731502E-1,-8.853444099E0,2.102094650E0,9.135473370E0
4.708268865E1,7.396813035E-1,-8.908478737E0,2.293520451E0,9.228670429E0
4.708516380E1,6.942176819E-1,-8.992227554E0,2.441875458E0,9.343706456E0
4.708763886E1,7.468597889E-1,-9.028120041E0,2.425125837E0,9.377952140E0
4.709011360E1,8.955138922E-1,-9.087940216E0,2.264806747E0,9.408610530E0
4.709258828E1,1.089332461E0,-9.090332985E0,1.968096614E0,9.364518315E0
4.709506318E1,1.273579836E0,-9.131011009E0,1.551446438E0,9.349029559E0
4.709753802E1,1.515554070E0,-9.176474571E0,1.055832982E0,9.360522046E0
4.710001297E1,1.836192250E0,-9.229117393E0,4.740779996E-1,9.421940341E0
4.710248813E1,2.216950178E0,-9.298808098E0,-1.316052526E-1,9.560335772E0
4.710496349E1,2.621636391E0,-9.365806580E0,-7.731808424E-1,9.756491114E0
4.710743865E1,3.002095222E0,-9.387342453E0,-1.364507079E0,9.949706208E0
4.710991344E1,3.370888948E0,-9.408877373E0,-1.879263043E0,1.016963595E1
4.711238818E1,3.687040567E0,-9.451948166E0,-2.262413740E0,1.039481160E1
4.711486307E1,4.005286217E0,-9.533304214E0,-2.487339020E0,1.063546249E1
4.711733766E1,4.311866283E0,-9.607481956E0,-2.597707987E0,1.084638129E1
4.711981203E1,4.572684288E0,-9.679266930E0,-2.614457846E0,1.101966604E1
4.712228677E1,4.809872627E0,-9.748658180E0,-2.461018085E0,1.114575350E1
4.712476214E1,5.051547527E0,-9.839884758E0,-2.193022013E0,1.127611680E1
4.712723766E1,5.288437366E0,-9.966704369E0,-1.785943031E0,1.142332518E1
4.712971281E1,5.559125423E0,-1.005763149E1,-1.266401410E0,1.156129747E1
4.713218766E1,5.815157413E0,-1.014855862E1,-6.583253145E-1,1.171506252E1
4.713466224E1,6.109773636E0,-1.011027431E1,-7.178467698E-3,1.181300267E1
4.713713719E1,6.413661957E0,-9.983454704E0,5.817549825E-1,1.188035632E1
4.713961240E1,6.720242500E0,-9.765408516E0,1.036690354E0,1.189956258E1
4.714208760E1,7.024429798E0,-9.516554832E0,1.376471281E0,1.190806882E1
4.714456276E1,7.280461788E0,-9.253045082E0,1.537089467E0,1.187377830E1
4.714703797E1,7.498209000E0,-8.970691681E0,1.532303810E0,1.179170905E1
4.714951313E1,7.675576687E0,-8.700303078E0,1.374078393E0,1.168322911E1
4.715198818E1,7.807182312E0,-8.448758125E0,1.084546804E0,1.155464631E1
4.715446328E1,7.876574039E0,-8.207082748E0,7.325028181E-1,1.139882390E1
4.715693818E1,7.878966808E0,-7.979465485E0,3.831507266E-1,1.122037396E1
4.715941266E1,7.831110477E0,-7.821538925E0,7.417750359E-2,1.106834517E1
4.716188709E1,7.716254711E0,-7.735397339E0,-2.225325108E-1,1.092824229E1
4.716436151E1,7.531708241E0,-7.692326546E0,-5.003990531E-1,1.077724064E1
4.716683604E1,7.316354275E0,-7.713861942E0,-7.301099896E-1,1.065672401E1
4.716931057E1,7.091429234E0,-7.788039684E0,-8.620143533E-1,1.056811239E1
4.717178521E1,6.873383045E0,-7.924430370E0,-8.596215248E-1,1.052515750E1
4.717425984E1,6.641279221E0,-8.067999840E0,-7.947162390E-1,1.048001837E1
4.717673448E1,6.423233509E0,-8.240582466E0,-6.296114326E-1,1.046716479E1
4.717920938E1,6.246164322E0,-8.434400558E0,-4.094717801E-1,1.050339701E1
4.718168422E1,6.112166405E0,-8.609076500E0,-1.555334777E-1,1.055930713E1
4.718415901E1,5.975775242E0,-8.760123253E0,1.459621787E-1,1.060523239E1
4.718663412E1,5.846263885E0,-8.906085968E0,4.860421121E-1,1.066458652E1
4.718910985E1,5.740979671E0,-9.052047729E0,9.146564603E-1,1.075802083E1
4.719158557E1,5.676373482E0,-9.166903496E0,1.424626827E0,1.087579410E1
4.719406084E1,5.623731613E0,-9.265308380E0,1.900798440E0,1.100387801E1
4.719653610E1,5.585446358E0,-9.368199348E0,2.365305185E0,1.116042287E1
4.719901141E1,5.566303730E0,-9.428020477E0,2.726920605E0,1.128305824E1
4.720148656E1,5.621338367E0,-9.456734657E0,2.932703257E0,1.138551816E1
4.720396141E1,5.693123341E0,-9.514162064E0,2.925524712E0,1.146689269E1
4.720643625E1,5.841478348E0,-9.564411163E0,2.755634308E0,1.154098569E1
4.720891125E1,6.018846035E0,-9.626625061E0,2.451446772E0,1.161499070E1
4.721138610E1,6.224628925E0,-9.707980156E0,2.020738840E0,1.170787211E1
4.721386089E1,6.507281303E0,-9.813264847E0,1.529910922E0,1.187373169E1
4.721633584E1,6.837490559E0,-9.971489906E0,1.036690354E0,1.213493366E1
4.721881094E1,7.167999268E0,-1.014138031E1,6.248258352E-1,1.243455731E1
4.722128584E1,7.471887589E0,-1.031605625E1,3.927220106E-1,1.274379658E1
4.722376078E1,7.759325504E0,-1.049342442E1,4.142574072E-1,1.305720864E1
4.722623604E1,7.993822098E0,-1.067527866E1,6.559324861E-1,1.335264070E1
4.722871120E1,8.187939644E0,-1.076381397E1,1.089332461E0,1.356792880E1
4.723118589E1,8.317152023E0,-1.077817059E1,1.599302888E0,1.370772588E1
4.723366031E1,8.393722534E0,-1.075184917E1,2.097309113E0,1.380056318E1
4.723613521E1,8.460721970E0,-1.070638561E1,2.482553482E0,1.386988035E1
4.723861037E1,8.597112656E0,-1.063938713E1,2.652743101E0,1.393355484E1
4.724108547E1,8.815158844E0,-1.062502956E1,2.516052961E0,1.403313227E1
4.724356063E1,9.099904060E0,-1.067767239E1,2.078166485E0,1.418237348E1
4.724603584E1,9.444769859E0,-1.080927753E1,1.424626827E0,1.442476066E1
4.724851094E1,9.887741089E0,-1.104407310E1,6.248258352E-1,1.483675780E1
4.725098604E1,1.032084274E1,-1.136949635E1,-2.225325108E-1,1.535691254E1
4.725346089E1,1.071356392E1,-1.173589802E1,-1.017547846E0,1.592316419E1
4.725593557E1,1.100100231E1,-1.210229874E1,-1.632802367E0,1.643635392E1
4.725841084E1,1.113500023E1,-1.246361542E1,-2.015953064E0,1.683431038E1
4.726088620E1,1.106321526E1,-1.279412365E1,-2.173879385E0,1.705315464E1
4.726336115E1,1.077099228E1,-1.307647705E1,-2.078166485E0,1.706831282E1
4.726583568E1,1.031127071E1,-1.336152172E1,-1.812264085E0,1.697459477E1
4.726831037E1,9.779765129E0,-1.356491184E1,-1.412662625E0,1.678231971E1
4.727078531E1,9.186046600E0,-1.366062450E1,-8.739784956E-1,1.648514338E1
4.727326021E1,8.580363274E0,-1.368455315E1,-2.536391914E-1,1.615406950E1
4.727573531E1,7.943572998E0,-1.361994648E1,3.640081584E-1,1.577135999E1
4.727821052E1,7.294818878E0,-1.348594856E1,9.385846853E-1,1.536118916E1
4.728068557E1,6.667600155E0,-1.334237862E1,1.407876968E0,1.498192499E1
4.728316104E1,5.992525101E0,-1.318684578E1,1.702194214E0,1.458426288E1
4.728563636E1,5.367699623E0,-1.302861977E1,1.843370795E0,1.421109243E1
4.728811146E1,4.857728958E0,-1.289701462E1,1.852941990E0,1.390553525E1
4.729058651E1,4.369294167E0,-1.278215981E1,1.733300924E0,1.361905551E1
4.729306141E1,3.969393730E0,-1.270080376E1,1.577767372E0,1.339984524E1
4.729553646E1,3.576671600E0,-1.266491127E1,1.390828133E0,1.323355433E1
4.729801156E1,3.241676569E0,-1.265534019E1,1.170688510E0,1.311627287E1
4.730048682E1,2.899203777E0,-1.268644619E1,9.290133715E-1,1.304662276E1
4.730296224E1,2.540280342E0,-1.278215981E1,7.636095285E-1,1.305449091E1
4.730543724E1,2.240878344E0,-1.286590862E1,6.439684033E-1,1.307546694E1
4.730791188E1,1.963011861E0,-1.296162128E1,5.626124144E-1,1.312149285E1
4.731038672E1,1.673480392E0,-1.309561920E1,5.051847100E-1,1.321177469E1
4.731286146E1,1.390828133E0,-1.325384426E1,4.668995142E-1,1.333479605E1
4.731533599E1,1.127617717E0,-1.346201992E1,5.027918816E-1,1.351851699E1
4.731781026E1,9.050851464E-1,-1.370608807E1,4.716851711E-1,1.374403566E1
4.732028438E1,7.085745931E-1,-1.399352551E1,4.956133962E-1,1.402021636E1
4.732275865E1,5.506483316E-1,-1.429741478E1,4.980062246E-1,1.431667885E1
4.732523297E1,3.352942765E-1,-1.462553024E1,5.626124144E-1,1.464018749E1
4.732770760E1,1.483550072E-1,-1.497996712E1,5.554339290E-1,1.499099499E1
4.733018224E1,-1.052841991E-1,-1.537956810E1,5.482555032E-1,1.538969733E1
4.733265682E1,-3.975076675E-1,-1.580818272E1,5.195416212E-1,1.582171219E1
