"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.238675891E1,2.896152878E1,-2.068984032E1,1.654337764E0,3.563111667E1
1.238923323E1,2.795355225E1,-2.176242256E1,2.003988981E0,3.548267311E1
1.239170729E1,2.667040062E1,-2.267438698E1,2.836990356E0,3.512102801E1
1.239418099E1,2.525773811E1,-2.340958214E1,3.849752426E0,3.465230821E1
1.239665469E1,2.359622192E1,-2.389801788E1,4.900799751E0,3.393987015E1
1.239912839E1,2.156112671E1,-2.407508659E1,5.923133373E0,3.285689408E1
1.240160240E1,1.926760674E1,-2.398894501E1,6.997809887E0,3.155438947E1
1.240407625E1,1.672283936E1,-2.349572372E1,8.046463966E0,2.994074100E1
1.240654964E1,1.411795235E1,-2.231067848E1,9.004191399E0,2.789549095E1
1.240902323E1,1.141974640E1,-2.041915131E1,9.621838570E0,2.529687976E1
1.241149703E1,8.985049248E0,-1.815673828E1,9.593125343E0,2.241486803E1
1.241397063E1,7.072286606E0,-1.591107464E1,8.894122124E0,1.955210839E1
1.241644432E1,5.626124382E0,-1.382363510E1,7.898109436E0,1.688568316E1
1.241891828E1,4.460221291E0,-1.190818119E1,7.012166977E0,1.452132359E1
1.242139229E1,3.483351469E0,-1.019641590E1,6.294020653E0,1.247859490E1
1.242386646E1,2.410768747E0,-8.807980537E0,5.764907837E0,1.079937449E1
1.242634042E1,1.213759303E0,-7.778468132E0,5.245366573E0,9.460002570E0
1.242881448E1,-9.092725813E-2,-7.074679375E0,4.713860512E0,8.501754933E0
1.243128875E1,-1.541875124E0,-6.698707104E0,4.191926003E0,8.051229681E0
1.243376276E1,-2.975774050E0,-6.629314899E0,3.588635683E0,8.104403328E0
1.243623693E1,-4.309473515E0,-6.856633186E0,2.564208508E0,8.494712820E0
1.243871141E1,-5.559125423E0,-7.354639530E0,1.206580877E0,9.297872633E0
1.244118594E1,-6.658029079E0,-8.084749222E0,-2.105683982E-1,1.047553628E1
1.244365995E1,-7.670791149E0,-8.970691681E0,-1.675873160E0,1.192153081E1
1.244613349E1,-8.628219604E0,-1.007198906E1,-3.090928555E0,1.361781835E1
1.244860693E1,-9.540482521E0,-1.125942707E1,-4.151247978E0,1.533063484E1
1.245108073E1,-1.041206837E1,-1.249711418E1,-4.587040901E0,1.690059096E1
1.245355459E1,-1.148674488E1,-1.384756374E1,-4.069892406E0,1.844625582E1
1.245602834E1,-1.266251850E1,-1.524317741E1,-2.011167526E0,1.991829881E1
1.245850214E1,-1.424477196E1,-1.690708733E1,2.533101797E0,2.225263433E1
1.246097584E1,-1.626072502E1,-1.900918198E1,1.009591675E1,2.697568744E1
1.246344948E1,-1.816870308E1,-2.120220375E1,1.904746628E1,3.380001756E1
1.246592318E1,-1.899482346E1,-2.300968170E1,2.492723083E1,3.887950112E1
1.246839724E1,-1.777867317E1,-2.373261261E1,2.492005157E1,3.873405597E1
1.247087162E1,-1.478106403E1,-2.335215378E1,2.061326981E1,3.447767150E1
1.247334589E1,-1.096032429E1,-2.232503510E1,1.440778351E1,2.874230551E1
1.247581990E1,-7.323532581E0,-2.104188347E1,7.694719315E0,2.357124720E1
1.247829380E1,-4.340580463E0,-1.972971916E1,1.108475089E0,2.023193451E1
1.248076797E1,-2.075773716E0,-1.843221283E1,-4.910371304E0,1.918767971E1
1.248324224E1,-4.668995142E-1,-1.704347801E1,-9.676874161E0,1.960459210E1
1.248571636E1,5.841478109E-1,-1.562632847E1,-1.291855049E1,2.028330143E1
1.248819037E1,1.266401410E0,-1.418973732E1,-1.477627850E1,2.052537025E1
1.249066417E1,1.628016710E0,-1.277976704E1,-1.534846210E1,2.003866694E1
1.249313802E1,1.831406593E0,-1.146760273E1,-1.498714542E1,1.895981251E1
1.249561198E1,1.874477386E0,-1.023709393E1,-1.411316681E1,1.753548502E1
1.249808604E1,1.785943031E0,-9.183652878E0,-1.286351585E1,1.590594583E1
1.250056016E1,1.697408557E0,-8.221439362E0,-1.138385391E1,1.414444735E1
1.250303427E1,1.460519075E0,-7.392924786E0,-9.566803932E0,1.217834924E1
1.250550828E1,1.096511006E0,-6.677171707E0,-7.599006653E0,1.017506071E1
1.250798219E1,8.955138922E-1,-5.959025860E0,-5.484947681E0,8.148409992E0
1.251045589E1,8.401798606E-1,-5.271687508E0,-3.358924866E0,6.307056971E0
1.251292969E1,9.649057388E-1,-4.716253281E0,-1.405484200E0,5.014925117E0
1.251540375E1,1.206580877E0,-4.196712017E0,4.692923427E-1,4.391863439E0
1.251787787E1,1.467697620E0,-3.754039526E0,1.833799481E0,4.428291951E0
1.252035198E1,1.616052628E0,-3.497708559E0,2.451446772E0,4.566747479E0
1.252282578E1,1.529910922E0,-3.485744476E0,2.377269268E0,4.488034220E0
1.252529938E1,1.323829174E0,-3.638885021E0,1.907976985E0,4.316756196E0
1.252777323E1,1.058225870E0,-3.902394533E0,1.266401410E0,4.237015178E0
1.253024750E1,8.210372925E-1,-4.189533234E0,7.157530785E-1,4.328809700E0
1.253272193E1,6.415755749E-1,-4.488935471E0,2.970091105E-1,4.544268400E0
1.253519620E1,5.027918816E-1,-4.805087090E0,-2.632104978E-2,4.831392596E0
1.253767068E1,4.022932947E-1,-5.097011566E0,-2.416750938E-1,5.118571446E0
1.254014526E1,3.185445070E-1,-5.408377171E0,-4.573282301E-1,5.437017871E0
1.254261958E1,2.129612118E-1,-5.757729530E0,-6.176473498E-1,5.794677737E0
1.254509391E1,9.332008660E-2,-6.176772594E0,-7.468597889E-1,6.222461560E0
1.254756792E1,-4.546362907E-2,-6.610172749E0,-8.186444640E-1,6.660827987E0
1.255004182E1,-1.842473447E-1,-7.091429234E0,-8.186444640E-1,7.140902913E0
1.255251568E1,-3.616153300E-1,-7.603792191E0,-7.588238716E-1,7.650113397E0
1.255498943E1,-5.267201066E-1,-8.111070633E0,-6.583253145E-1,8.154771186E0
1.255746339E1,-6.104688644E-1,-8.589934349E0,-5.123631358E-1,8.626827942E0
1.255993750E1,-7.037889361E-1,-9.047262192E0,-3.759722710E-1,9.082380039E0
1.256241177E1,-7.899305820E-1,-9.483055115E0,-2.344966233E-1,9.518787386E0
1.256488594E1,-8.691928387E-1,-9.866206169E0,-1.890329868E-1,9.906222985E0
1.256736016E1,-9.361918569E-1,-1.023948669E1,-2.440679073E-1,1.028509174E1
1.256983479E1,-1.024726272E0,-1.063220787E1,-3.759722710E-1,1.068808979E1
1.257230948E1,-1.072582722E0,-1.105364418E1,-5.817549825E-1,1.112078784E1
1.257478375E1,-1.031904817E0,-1.148913765E1,-7.803592682E-1,1.156175039E1
1.257725792E1,-9.122636318E-1,-1.194407368E1,-9.553344250E-1,1.201689581E1
1.257973193E1,-6.870391965E-1,-1.242533016E1,-1.110867858E0,1.249379365E1
1.258220584E1,-3.089732230E-1,-1.292094326E1,-1.208973646E0,1.298105760E1
1.258467984E1,1.842473447E-1,-1.336152172E1,-1.194616675E0,1.341608433E1
1.258715401E1,6.870391965E-1,-1.376381493E1,-1.146760225E0,1.382858211E1
1.258962813E1,1.199402332E0,-1.417777348E1,-9.912267923E-1,1.426290143E1
1.259210219E1,1.783550143E0,-1.466142273E1,-7.181459069E-1,1.478695713E1
1.259457615E1,2.432304144E0,-1.517378616E1,-3.520440459E-1,1.537152644E1
1.259705016E1,3.138785124E0,-1.572443390E1,6.939185411E-2,1.603479369E1
1.259952464E1,3.847359657E0,-1.617936897E1,5.578267574E-1,1.663987162E1
1.260199896E1,4.532006264E0,-1.652872086E1,1.065404296E0,1.717186013E1
1.260447297E1,5.195116997E0,-1.678983879E1,1.529910922E0,1.764167097E1
1.260694703E1,5.870192051E0,-1.690230179E1,1.907976985E0,1.799409171E1
1.260942104E1,6.480959892E0,-1.690469360E1,2.181057930E0,1.823536456E1
1.261189547E1,7.036394119E0,-1.675873184E1,2.317448616E0,1.832311391E1
1.261437021E1,7.452745438E0,-1.644736481E1,2.401197433E0,1.821606359E1
1.261684464E1,7.749754429E0,-1.601905060E1,2.465803623E0,1.796521259E1
1.261931906E1,7.912466049E0,-1.545404530E1,2.465803623E0,1.753610055E1
1.262179334E1,7.931608677E0,-1.479542065E1,2.434697151E0,1.696297847E1
1.262426740E1,7.790432453E0,-1.404856110E1,2.403590441E0,1.624284931E1
1.262674151E1,7.462316513E0,-1.325623703E1,2.307877541E0,1.538636691E1
1.262921578E1,7.014858723E0,-1.246361542E1,2.171486616E0,1.446600519E1
1.263169021E1,6.473781586E0,-1.168804169E1,1.948654890E0,1.350249689E1
1.263416448E1,5.915955067E0,-1.095553875E1,1.620838284E0,1.255585403E1
1.263663891E1,5.350949764E0,-1.028495026E1,1.261615753E0,1.166209842E1
1.263911339E1,4.730610371E0,-9.727123260E0,8.835497499E-1,1.085247721E1
1.264158771E1,4.165605068E0,-9.236295700E0,5.027918816E-1,1.014466478E1
1.264406177E1,3.631706476E0,-8.788837433E0,1.698904037E-1,9.511141787E0
1.264653542E1,3.200998545E0,-8.374580383E0,-1.555334777E-1,8.966837734E0
1.264900943E1,2.817847729E0,-7.993822098E0,-4.884349108E-1,8.489995655E0
1.265148365E1,2.446661234E0,-7.658827305E0,-8.452646136E-1,8.084445506E0
1.265395818E1,2.126022816E0,-7.361817837E0,-1.082154036E0,7.738694478E0
1.265643271E1,1.888834357E0,-7.074679375E0,-1.110867858E0,7.406268351E0
1.265890672E1,1.666301847E0,-6.832705021E0,-1.134796143E0,7.123916200E0
1.266138089E1,1.448554993E0,-6.602993965E0,-1.208973646E0,6.867274434E0
1.266385500E1,1.247258782E0,-6.363412857E0,-1.187438250E0,6.592320324E0
1.266632896E1,1.156331539E0,-6.107380867E0,-1.074975610E0,6.308151571E0
1.266880307E1,1.084546804E0,-5.956633091E0,-8.739784956E-1,6.117316239E0
1.267127724E1,9.768698215E-1,-5.839085579E0,-6.439684033E-1,5.955156618E0
1.267375151E1,8.330013752E-1,-5.714658737E0,-3.568296731E-1,5.786064568E0
1.267622610E1,7.181459069E-1,-5.597410202E0,9.571290575E-3,5.643299223E0
1.267870042E1,7.037889361E-1,-5.539982796E0,4.334000051E-1,5.601300189E0
1.268117458E1,7.444669604E-1,-5.489733219E0,7.779664397E-1,5.594339430E0
1.268364880E1,8.620143533E-1,-5.482554913E0,1.060618639E0,5.650344150E0
1.268612313E1,1.000798106E0,-5.520840168E0,1.285543919E0,5.756205015E0
1.268859766E1,1.285543919E0,-5.573482037E0,1.505982757E0,5.914753523E0
1.269107234E1,1.659123421E0,-5.585446358E0,1.699801445E0,6.069532642E0
1.269354719E1,2.061416626E0,-5.568696499E0,1.860120535E0,6.222529036E0
1.269602224E1,2.346162558E0,-5.573482037E0,1.955833435E0,6.355585353E0
1.269849677E1,2.496910334E0,-5.602196217E0,2.006381750E0,6.453272921E0
1.270097110E1,2.643171787E0,-5.602196217E0,1.975275040E0,6.501743691E0
1.270344542E1,2.717349291E0,-5.604588985E0,1.900798440E0,6.512176255E0
1.270591979E1,2.738884687E0,-5.585446358E0,1.733300924E0,6.457788510E0
1.270839417E1,2.750848770E0,-5.578267574E0,1.489233017E0,6.395471293E0
1.271086834E1,2.734098911E0,-5.561518192E0,1.141974568E0,6.301578165E0
1.271334271E1,2.707777977E0,-5.511268616E0,6.774678826E-1,6.177791358E0
1.271581682E1,2.662314177E0,-5.472983360E0,1.435693651E-1,6.087862991E0
1.271829078E1,2.612065077E0,-5.449055195E0,-3.879363835E-1,6.055211071E0
1.272076521E1,2.568994284E0,-5.444269657E0,-9.098708034E-1,6.088322315E0
1.272323969E1,2.542673111E0,-5.482554913E0,-1.371685624E0,6.197186166E0
1.272571380E1,2.540280342E0,-5.547161102E0,-1.776371717E0,6.354487941E0
1.272818776E1,2.557030201E0,-5.604588985E0,-2.090130568E0,6.505264555E0
1.273066234E1,2.640778780E0,-5.666802406E0,-2.298306227E0,6.660973922E0
1.273313693E1,2.695813894E0,-5.752943993E0,-2.427518606E0,6.801222222E0
1.273561141E1,2.695813894E0,-5.867799282E0,-2.441875458E0,6.903711807E0
1.273808636E1,2.702992201E0,-5.980561256E0,-2.403590441E0,6.989315187E0
1.274056099E1,2.729313374E0,-6.093023777E0,-2.303091764E0,7.062458631E0
1.274303537E1,2.729313374E0,-6.227021694E0,-2.209771633E0,7.148988834E0
1.274550964E1,2.691028118E0,-6.358626842E0,-2.114058733E0,7.221011839E0
1.274798386E1,2.590529680E0,-6.531209469E0,-1.984846354E0,7.301174987E0
1.275045823E1,2.484946251E0,-6.698707104E0,-1.829013824E0,7.375156019E0
1.275293266E1,2.362912416E0,-6.878168583E0,-1.690230131E0,7.466554496E0
1.275540719E1,2.305484533E0,-7.077072144E0,-1.558624864E0,7.604572343E0
1.275788188E1,2.264806747E0,-7.266105175E0,-1.431805253E0,7.744397995E0
1.276035636E1,2.248056889E0,-7.481459141E0,-1.335793257E0,7.925297110E0
1.276283052E1,2.228914261E0,-7.730611801E0,-1.237687469E0,8.140165101E0
1.276530485E1,2.188236237E0,-7.996214867E0,-1.108475089E0,8.364003051E0
1.276777927E1,2.126022816E0,-8.286046028E0,-9.529415965E-1,8.607359030E0
1.277025370E1,2.018345833E0,-8.609076500E0,-7.109674215E-1,8.871042372E0
1.277272813E1,1.891227245E0,-8.915657043E0,-3.616153300E-1,9.121208618E0
1.277520266E1,1.754836321E0,-9.209974289E0,8.614161611E-2,9.376059796E0
1.277767750E1,1.582553029E0,-9.483055115E0,6.152545214E-1,9.633864569E0
1.278015245E1,1.369292736E0,-9.727123260E0,1.223330617E0,9.898910411E0
1.278262729E1,1.139581800E0,-9.957133293E0,1.855334878E0,1.019241961E1
1.278510203E1,9.361918569E-1,-1.014377308E1,2.516052961E0,1.049300291E1
1.278757641E1,7.229315639E-1,-1.030887794E1,3.186641455E0,1.081435520E1
1.279005063E1,5.386841893E-1,-1.044317532E1,3.780360699E0,1.111940728E1
1.279252479E1,3.329014480E-1,-1.055324554E1,4.218546391E0,1.137004611E1
1.279499917E1,1.483550072E-1,-1.066331482E1,4.630111694E0,1.162610109E1
1.279747380E1,-4.785645287E-3,-1.079491997E1,4.989334106E0,1.189217284E1
1.279994834E1,-1.387837082E-1,-1.090499020E1,5.159224510E0,1.206464544E1
1.280242307E1,-2.033899277E-1,-1.092891788E1,5.101797104E0,1.206279185E1
1.280489834E1,-2.321037948E-1,-1.087866879E1,4.845765114E0,1.191137046E1
1.280737344E1,-1.962114573E-1,-1.073749256E1,4.455435753E0,1.162682903E1
1.280984792E1,-1.124626622E-1,-1.054845905E1,3.950251102E0,1.126441832E1
1.281232219E1,-1.196411345E-2,-1.034477043E1,3.380460262E0,1.088310296E1
1.281479693E1,4.546362907E-2,-1.017488003E1,2.870489836E0,1.057213140E1
1.281727198E1,4.067798331E-2,-1.000977516E1,2.540280342E0,1.032716213E1
1.281974662E1,6.460621208E-2,-9.818050385E0,2.334198475E0,1.009191606E1
1.282222104E1,8.853443712E-2,-9.605089188E0,2.116451740E0,9.835900804E0
1.282469568E1,1.531406492E-1,-9.380164146E0,1.893620014E0,9.570617965E0
1.282717021E1,1.627119333E-1,-9.145368576E0,1.659123421E0,9.296070788E0
1.282964453E1,2.679961324E-1,-8.922835350E0,1.424626827E0,9.039821581E0
1.283211912E1,4.142574072E-1,-8.709874153E0,1.211366415E0,8.803460999E0
1.283459380E1,6.152545214E-1,-8.508578300E0,9.481559992E-1,8.583323518E0
1.283706828E1,8.715856671E-1,-8.309973717E0,6.200401783E-1,8.378530573E0
1.283954307E1,1.213759303E0,-8.134998322E0,2.512463629E-1,8.228884133E0
1.284201802E1,1.632802367E0,-7.955537319E0,-1.339980662E-1,8.122473336E0
1.284449307E1,2.047059774E0,-7.759325504E0,-5.315057039E-1,8.042392947E0
1.284696802E1,2.477767944E0,-7.558029652E0,-9.912267923E-1,8.015340090E0
1.284944229E1,2.884846687E0,-7.400103092E0,-1.458126307E0,8.075270801E0
1.285191615E1,3.227319479E0,-7.309175968E0,-1.867298961E0,8.205269634E0
1.285439037E1,3.514458179E0,-7.266105175E0,-2.097309113E0,8.339448796E0
1.285686484E1,3.708575964E0,-7.335496902E0,-2.039881229E0,8.469012098E0
1.285933953E1,3.888037682E0,-7.431210041E0,-1.747657895E0,8.567031447E0
1.286181406E1,4.077070713E0,-7.507780075E0,-1.287936807E0,8.639910212E0
1.286428813E1,4.299902439E0,-7.630113125E0,-6.942176819E-1,8.785768349E0
1.286676235E1,4.606183529E0,-7.828717709E0,1.435693540E-2,9.083278801E0
1.286923682E1,4.953442097E0,-8.094321251E0,7.923234105E-1,9.522730780E0
1.287171125E1,5.350949764E0,-8.388936996E0,1.647159338E0,1.008563638E1
1.287418563E1,5.807978630E0,-8.712266922E0,2.511267424E0,1.076766803E1
1.287666005E1,6.246164322E0,-9.020941734E0,3.327818155E0,1.146587686E1
1.287913474E1,6.667600155E0,-9.320343018E0,4.005286217E0,1.213952237E1
1.288160969E1,7.108178616E0,-9.540482521E0,4.488935471E0,1.271603522E1
1.288408469E1,7.538887024E0,-9.715159416E0,4.675575256E0,1.315599270E1
1.288655938E1,7.981858253E0,-9.820742607E0,4.584648132E0,1.346016512E1
1.288903401E1,8.381758690E0,-9.863813400E0,4.187140465E0,1.360444188E1
1.289150875E1,8.714659691E0,-9.875777245E0,3.521636724E0,1.363371538E1
1.289398354E1,8.987442017E0,-9.798908234E0,2.626421928E0,1.355325823E1
1.289645823E1,9.174081802E0,-9.696016312E0,1.647159338E0,1.344952204E1
1.289893302E1,9.353842735E0,-9.516554832E0,5.961119533E-1,1.335719055E1
1.290140776E1,9.408877373E0,-9.313164711E0,-3.903291821E-1,1.324440890E1
1.290388240E1,9.444769859E0,-9.121439934E0,-1.194616675E0,1.318451566E1
1.290635714E1,9.420842171E0,-8.906085968E0,-1.781157374E0,1.308599083E1
1.290883182E1,9.329915047E0,-8.733802795E0,-2.118844509E0,1.295438644E1
1.291130630E1,9.166903496E0,-8.623434067E0,-2.154736757E0,1.276865793E1
1.291378063E1,8.973084450E0,-8.585148811E0,-1.922333837E0,1.256647890E1
1.291625485E1,8.757730484E0,-8.604290962E0,-1.415055513E0,1.235856174E1
1.291872953E1,8.503792763E0,-8.692825317E0,-7.013961077E-1,1.218079061E1
1.292120422E1,8.199904442E0,-8.851051331E0,1.818545163E-1,1.206700516E1
1.292367854E1,7.902894974E0,-9.064012527E0,1.125224829E0,1.207800493E1
1.292615292E1,7.608577728E0,-9.296415329E0,2.051845312E0,1.218703665E1
1.292862771E1,7.330711365E0,-9.557232857E0,2.930310488E0,1.239623929E1
1.293110240E1,7.029215813E0,-9.847063065E0,3.696611881E0,1.265067055E1
1.293357677E1,6.732206345E0,-1.015573788E1,4.268795490E0,1.291062466E1
1.293605146E1,6.535995007E0,-1.043360424E1,4.599005222E0,1.314268531E1
1.293852599E1,6.392126560E0,-1.063699436E1,4.656432629E0,1.325470844E1
1.294100016E1,6.334698677E0,-1.079970551E1,4.522434711E0,1.331219223E1
1.294347474E1,6.339484692E0,-1.090499020E1,4.249652863E0,1.331042549E1
1.294594927E1,6.389733791E0,-1.097468090E1,3.866502285E0,1.327486944E1
1.294842318E1,6.464210510E0,-1.096750259E1,3.454637766E0,1.319115813E1
1.295089703E1,6.581458569E0,-1.087149048E1,3.045166016E0,1.306820333E1
1.295337141E1,6.756134510E0,-1.068724346E1,2.568994284E0,1.290202534E1
1.295584599E1,6.973881721E0,-1.044317532E1,2.130808592E0,1.273716147E1
1.295832068E1,7.254140854E0,-1.014855862E1,1.762014747E0,1.259843234E1
1.296079510E1,7.579864025E0,-9.832706451E0,1.513161182E0,1.250704248E1
1.296326943E1,7.867002487E0,-9.499805450E0,1.304686546E0,1.240315439E1
1.296574370E1,8.161619186E0,-9.205188751E0,1.072582722E0,1.234900649E1
1.296821792E1,8.515756607E0,-8.982656479E0,7.683951855E-1,1.240147810E1
1.297069209E1,8.874979019E0,-8.805587769E0,3.592225015E-1,1.250730464E1
1.297316625E1,9.207581520E0,-8.647361755E0,-9.332008660E-2,1.263190925E1
1.297564063E1,9.490233421E0,-8.597112656E0,-5.602195859E-1,1.281751623E1
1.297811510E1,9.861420631E0,-8.573184013E0,-1.039083242E0,1.310827201E1
1.298058953E1,1.014377308E1,-8.585148811E0,-1.443769336E0,1.336732517E1
1.298306365E1,1.037348461E1,-8.666504860E0,-1.742872238E0,1.362920002E1
1.298553771E1,1.054128075E1,-8.764909744E0,-1.833799481E0,1.383130735E1
1.298801198E1,1.062024403E1,-8.855836868E0,-1.718943954E0,1.393449669E1
1.299048620E1,1.061306572E1,-8.980263710E0,-1.405484200E0,1.397346364E1
1.299296016E1,1.044078255E1,-9.131011009E0,-8.186444640E-1,1.389444065E1
1.299543427E1,1.003131104E1,-9.294022560E0,-4.067798331E-2,1.367507628E1
1.299790901E1,9.370592117E0,-9.509376526E0,8.401798606E-1,1.337692568E1
1.300038396E1,8.630612373E0,-9.748658180E0,1.668694735E0,1.312662746E1
1.300285844E1,7.902894974E0,-9.969097137E0,2.293520451E0,1.292667331E1
1.300533287E1,7.237390995E0,-1.015334511E1,2.667099953E0,1.275083007E1
1.300780714E1,6.600601196E0,-1.028973579E1,2.743670225E0,1.252893951E1
1.301028110E1,6.028417587E0,-1.035673428E1,2.545065880E0,1.225076013E1
1.301275505E1,5.618945599E0,-1.035194874E1,2.128415823E0,1.196935864E1
1.301522917E1,5.235795021E0,-1.031844902E1,1.575374603E0,1.167757444E1
1.301770344E1,5.032404900E0,-1.025862885E1,9.433703423E-1,1.146536142E1
1.302017760E1,4.946263313E0,-1.017727280E1,2.703889608E-1,1.131881233E1
1.302265219E1,4.958227634E0,-1.013898754E1,-4.214358926E-1,1.129427722E1
1.302512672E1,5.097011566E0,-1.013180923E1,-1.098903775E0,1.139476524E1
1.302760110E1,5.410770416E0,-1.014616585E1,-1.726122379E0,1.162757999E1
1.303007552E1,5.784050465E0,-1.020359421E1,-2.250449657E0,1.194290996E1
1.303255000E1,6.183950901E0,-1.028973579E1,-2.681456804E0,1.230081794E1
1.303502458E1,6.559923172E0,-1.037109184E1,-3.054737091E0,1.264608859E1
1.303749896E1,6.882954121E0,-1.047428226E1,-3.392424345E0,1.298438252E1
1.303997328E1,7.170392036E0,-1.065852928E1,-3.725325823E0,1.337523162E1
1.304244729E1,7.479066372E0,-1.098425198E1,-4.036392689E0,1.388822131E1
1.304492130E1,7.689933777E0,-1.146042442E1,-4.316651821E0,1.446063250E1
1.304739537E1,7.730611801E0,-1.206132126E1,-4.448257446E0,1.500082743E1
1.304986927E1,7.596613884E0,-1.274387455E1,-4.479363918E0,1.549772829E1
1.305234307E1,7.333104134E0,-1.346919823E1,-4.297509670E0,1.592677954E1
1.305481714E1,6.973881721E0,-1.422084427E1,-3.833002806E0,1.629599179E1
1.305729125E1,6.571887493E0,-1.491775322E1,-3.085843801E0,1.659070518E1
1.305976542E1,6.131309032E0,-1.565264893E1,-2.193022013E0,1.695310339E1
1.306223969E1,5.597410202E0,-1.642583084E1,-1.168295622E0,1.739263736E1
1.306471417E1,5.104189873E0,-1.715384674E1,-1.076770201E-1,1.789745252E1
1.306718880E1,4.709074974E0,-1.786242104E1,9.218349457E-1,1.849570902E1
1.306966354E1,4.455435753E0,-1.851117516E1,1.862513304E0,1.913069443E1
1.307213828E1,4.237689018E0,-1.912643051E1,2.638386011E0,1.976713012E1
1.307461287E1,4.050749779E0,-1.966032791E1,3.234498024E0,2.033221692E1
1.307708714E1,3.978965044E0,-2.011526299E1,3.497708559E0,2.080120028E1
1.307956130E1,3.873680830E0,-2.058694839E1,3.449851990E0,2.123038686E1
1.308203542E1,3.713361740E0,-2.101526451E1,3.136392355E0,2.157005691E1
1.308450943E1,3.502494097E0,-2.145344925E1,2.595315218E0,2.189186175E1
1.308698370E1,3.356531858E0,-2.179831505E1,1.922333837E0,2.213883946E1
1.308945818E1,3.157927752E0,-2.218146515E1,1.197009563E0,2.243708394E1
1.309193240E1,2.889632463E0,-2.257867432E1,3.759722710E-1,2.276593650E1
1.309440620E1,2.566601276E0,-2.307189560E1,-5.315057039E-1,2.322029946E1
1.309688000E1,2.145165443E0,-2.363689995E1,-1.415055513E0,2.377618885E1
1.309935422E1,1.527518153E0,-2.428326225E1,-2.226521492E0,2.443291909E1
1.310182834E1,6.631109715E-1,-2.501366997E1,-2.671885490E0,2.516470492E1
1.310430240E1,-3.711866140E-1,-2.574138832E1,-2.868097067E0,2.590333633E1
1.310677646E1,-1.532303810E0,-2.640210533E1,-2.887239695E0,2.660367031E1
1.310925042E1,-2.882453918E0,-2.705803871E1,-2.731706142E0,2.734791067E1
1.311172479E1,-4.426722050E0,-2.757040215E1,-2.324627161E0,2.802011481E1
1.311419927E1,-6.018846035E0,-2.795594597E1,-1.572981834E0,2.863975723E1
1.311667365E1,-7.632505894E0,-2.819283485E1,-4.334000051E-1,2.921093834E1
1.311914787E1,-9.202795982E0,-2.822394180E1,1.031904817E0,2.970432919E1
1.312162234E1,-1.033998489E1,-2.783630371E1,2.535494804E0,2.980274863E1
1.312409682E1,-1.055085278E1,-2.702214622E1,3.722932816E0,2.924683076E1
1.312657130E1,-1.038814068E1,-2.597827721E1,4.285545349E0,2.830459772E1
1.312904610E1,-9.880562782E0,-2.480758858E1,4.400400639E0,2.706299129E1
1.313152084E1,-9.095118523E0,-2.355793762E1,4.266402721E0,2.561054076E1
1.313399568E1,-8.276473999E0,-2.231067848E1,3.914358854E0,2.411614815E1
1.313647042E1,-7.567600727E0,-2.109931183E1,3.361317635E0,2.266600972E1
1.313894490E1,-7.007380962E0,-1.998126602E1,2.769991398E0,2.135479413E1
1.314141917E1,-6.602993965E0,-1.890868187E1,2.195414782E0,2.014839014E1
1.314389360E1,-6.334698677E0,-1.791027832E1,1.671087503E0,1.907089432E1
1.314636823E1,-6.104988098E0,-1.691905022E1,1.242473125E0,1.802966665E1
1.314884276E1,-5.901597977E0,-1.584407520E1,7.707880139E-1,1.692506106E1
1.315131750E1,-5.645267010E0,-1.483370590E1,3.496512175E-1,1.587545673E1
1.315379240E1,-5.307579517E0,-1.379970741E1,-8.135596663E-2,1.478543012E1
1.315626724E1,-4.788337231E0,-1.273430347E1,-4.597210586E-1,1.361256779E1
1.315874208E1,-4.223331928E0,-1.171436214E1,-7.372884750E-1,1.247422973E1
1.316121682E1,-3.658326626E0,-1.077338505E1,-9.649057388E-1,1.141841592E1
1.316369146E1,-3.093321562E0,-9.985847473E0,-1.122832060E0,1.051411146E1
1.316616610E1,-2.595315218E0,-9.286844254E0,-1.242473125E0,9.722390485E0
1.316864099E1,-2.181057930E0,-8.668897629E0,-1.438983679E0,9.054141253E0
1.317111578E1,-1.788335800E0,-8.099106789E0,-1.644766450E0,8.455704133E0
1.317359031E1,-1.482054472E0,-7.569993496E0,-1.730908036E0,7.905525259E0
1.317606458E1,-1.326221943E0,-7.122535706E0,-1.551446438E0,7.409208161E0
1.317853912E1,-1.173081279E0,-6.679564476E0,-1.338186026E0,6.912556916E0
1.318101365E1,-6.607181430E-1,-6.179165363E0,-1.778764486E0,6.463948959E0
1.318348802E1,8.374879509E-2,-5.738586903E0,-2.240878344E0,6.161162979E0
1.318596250E1,9.122636318E-1,-5.254937649E0,-2.331805706E0,5.820988960E0
1.318843688E1,1.805085540E0,-4.783551693E0,-2.126022816E0,5.537208107E0
1.319091125E1,2.848954439E0,-4.321437836E0,-1.704586983E0,5.449493843E0
1.319338584E1,3.993321896E0,-3.885644913E0,-1.158724308E0,5.691001509E0
1.319586037E1,5.171188831E0,-3.483351469E0,-5.721837282E-1,6.261176056E0
1.319833448E1,6.476174355E0,-3.037987471E0,4.546362907E-2,7.153479509E0
1.320080891E1,7.675576687E0,-2.604886532E0,6.511468887E-1,8.131660568E0
